state,district,year,gwq,sdp,gini
west bengal,24 paraganas north,2000,78.411766,247972.31111561856,0.38
west bengal,24 paraganas north,2002,98.555557,275199.53359278664,0.38
west bengal,24 paraganas north,2004,71.666664,310686.6999675226,0.38
west bengal,24 paraganas north,2005,54.861111,330248.80030542583,0.38
west bengal,24 paraganas north,2007,134.625,383881.49060919316,0.38
west bengal,24 paraganas north,2008,60.0,399354.5969692363,0.38
west bengal,24 paraganas north,2016,100.2,584911.0,0.38
west bengal,24 paraganas north,2017,78.07692,623787.0,0.38
west bengal,24 paraganas north,2018,75.126717,659288.0,0.38
west bengal,24 paraganas south,2000,189.64516,247972.31111561856,0.29
west bengal,24 paraganas south,2001,169.94737,265880.32837131777,0.29
west bengal,24 paraganas south,2002,226.64706,275199.53359278664,0.29
west bengal,24 paraganas south,2004,286.90909,310686.6999675226,0.29
west bengal,24 paraganas south,2005,213.74286,330248.80030542583,0.29
west bengal,24 paraganas south,2007,193.5,383881.49060919316,0.29
west bengal,24 paraganas south,2009,257.65714,430366.20743387047,0.29
west bengal,24 paraganas south,2010,296.625,456461.5424521131,0.29
west bengal,24 paraganas south,2011,352.92001,473205.0,0.29
west bengal,24 paraganas south,2012,263.30768,492901.0,0.29
west bengal,24 paraganas south,2013,177.96364,503952.0,0.29
west bengal,24 paraganas south,2016,255.11429,584911.0,0.29
west bengal,24 paraganas south,2017,276.57407,623787.0,0.29
west bengal,24 paraganas south,2018,293.66,659288.0,0.29
telangana,adilabad,2004,65.5,161790.06689829516,0.37
telangana,adilabad,2005,68.25,187774.5444577278,0.37
telangana,adilabad,2006,76.727272,208477.0974396334,0.37
telangana,adilabad,2007,80.5,229691.84931694498,0.37
telangana,adilabad,2008,164.58333,260994.69248203633,0.37
telangana,adilabad,2009,145.25,261701.24352747787,0.37
telangana,adilabad,2010,118.36364,307973.2512484278,0.37
telangana,adilabad,2011,141.72728,325139.0,0.37
telangana,adilabad,2012,55.666668,334205.0,0.37
telangana,adilabad,2013,96.63636,349593.0,0.37
telangana,adilabad,2014,102.72727,372897.0,0.37
telangana,adilabad,2015,124.66666,416892.0,0.37
telangana,adilabad,2016,145.375,455731.0,0.37
telangana,adilabad,2017,134.16667,498145.0,0.37
telangana,adilabad,2018,78.0,544441.0,0.37
uttar pradesh,agra,2000,799.5,351083.83971582167,0.26
uttar pradesh,agra,2000,799.5,351083.83971582167,0.26
uttar pradesh,agra,2002,263.25,369037.9006500751,0.26
uttar pradesh,agra,2002,263.25,369037.9006500751,0.26
uttar pradesh,agra,2004,598.40002,407921.1791392405,0.26
uttar pradesh,agra,2004,598.40002,407921.1791392405,0.26
uttar pradesh,agra,2005,297.0,431731.25103797467,0.26
uttar pradesh,agra,2005,297.0,431731.25103797467,0.26
uttar pradesh,agra,2016,202.93871,888453.0,0.26
uttar pradesh,agra,2016,202.93871,888453.0,0.26
uttar pradesh,agra,2018,220.233,949184.0,0.26
uttar pradesh,agra,2018,220.233,949184.0,0.26
gujarat,ahmadabad,2000,784.0,187486.06471907918,0.33
gujarat,ahmadabad,2001,868.09998,202722.52060396783,0.33
gujarat,ahmadabad,2002,1258.3077,220397.15650232672,0.33
gujarat,ahmadabad,2004,1417.1,272449.2629108957,0.33
gujarat,ahmadabad,2005,732.66669,311996.4362722108,0.33
gujarat,ahmadabad,2006,578.08331,338383.36050177214,0.33
gujarat,ahmadabad,2007,1115.5,378395.5156254638,0.33
gujarat,ahmadabad,2008,1135.3,394570.23835956375,0.33
gujarat,ahmadabad,2009,1090.7,450323.76586738543,0.33
gujarat,ahmadabad,2010,1359.4546,499605.5063968227,0.33
gujarat,ahmadabad,2011,1004.5333,532809.0,0.33
gujarat,ahmadabad,2012,1095.8889,596659.0,0.33
gujarat,ahmadabad,2013,985.83331,641489.0,0.33
gujarat,ahmadabad,2014,1050.9091,705629.0,0.33
gujarat,ahmadabad,2015,967.90002,774775.0,0.33
gujarat,ahmadabad,2016,587.40002,843930.0,0.33
gujarat,ahmadabad,2017,1041.7,946511.0,0.33
gujarat,ahmadabad,2018,465.375,1034399.0,0.33
maharashtra,ahmednagar,2000,171.44827,462182.04589375335,0.24
maharashtra,ahmednagar,2001,188.39999,478508.99779191246,0.24
maharashtra,ahmednagar,2002,173.89999,511507.57436596503,0.24
maharashtra,ahmednagar,2004,163.70589,599028.1154943785,0.24
maharashtra,ahmednagar,2005,228.27777,685815.41856348,0.24
maharashtra,ahmednagar,2006,186.42693,780279.5182740722,0.24
maharashtra,ahmednagar,2007,218.72707,871096.2491881064,0.24
maharashtra,ahmednagar,2008,233.78659,884779.143581586,0.24
maharashtra,ahmednagar,2009,214.52499,970264.8556553777,0.24
maharashtra,ahmednagar,2012,185.47826,1189711.0,0.24
maharashtra,ahmednagar,2013,248.16667,1267551.0,0.24
maharashtra,ahmednagar,2014,179.86667,1345341.0,0.24
maharashtra,ahmednagar,2015,140.47368,1452513.0,0.24
maharashtra,ahmednagar,2016,127.46667,1596121.0,0.24
maharashtra,ahmednagar,2017,134.20111,1661065.0,0.24
maharashtra,ahmednagar,2018,136.76103,1728578.0,0.24
rajasthan,ajmer,2000,896.89288,174261.4982756208,0.31
rajasthan,ajmer,2001,626.48389,194105.22164539358,0.31
rajasthan,ajmer,2002,698.40912,170786.6612538214,0.31
rajasthan,ajmer,2004,502.17242,219623.783673409,0.31
rajasthan,ajmer,2005,246.81818,234376.38095379015,0.31
rajasthan,ajmer,2006,325.66666,261962.91892931657,0.31
rajasthan,ajmer,2007,946.81818,273897.97681369574,0.31
rajasthan,ajmer,2008,508.0625,296931.6051077934,0.31
rajasthan,ajmer,2009,664.34485,314236.5616057293,0.31
rajasthan,ajmer,2010,375.45456,361436.6835150852,0.31
rajasthan,ajmer,2011,668.5,395331.0,0.31
rajasthan,ajmer,2012,604.88464,409802.0,0.31
rajasthan,ajmer,2013,802.0,434292.0,0.31
rajasthan,ajmer,2014,407.4762,465408.0,0.31
rajasthan,ajmer,2015,689.44446,501922.0,0.31
rajasthan,ajmer,2016,703.0,529650.0,0.31
rajasthan,ajmer,2017,674.5,557618.0,0.31
rajasthan,ajmer,2018,669.94739,568102.0,0.31
maharashtra,akola,2000,403.59091,462182.04589375335,0.25
maharashtra,akola,2001,264.85715,478508.99779191246,0.25
maharashtra,akola,2002,152.0,511507.57436596503,0.25
maharashtra,akola,2004,169.3158,599028.1154943785,0.25
maharashtra,akola,2005,318.36365,685815.41856348,0.25
maharashtra,akola,2006,200.69231,780279.5182740722,0.25
maharashtra,akola,2007,371.01233,871096.2491881064,0.25
maharashtra,akola,2008,238.95938,884779.143581586,0.25
maharashtra,akola,2009,162.61539,970264.8556553777,0.25
maharashtra,akola,2013,205.61539,1267551.0,0.25
maharashtra,akola,2014,196.1579,1345341.0,0.25
maharashtra,akola,2015,129.92857,1452513.0,0.25
maharashtra,akola,2016,104.42857,1596121.0,0.25
maharashtra,akola,2017,120.88449,1661065.0,0.25
maharashtra,akola,2018,158.04053,1728578.0,0.25
kerala,alappuzha,2000,41.060001,147973.5597433169,0.32
kerala,alappuzha,2001,58.163158,155366.47487904064,0.32
kerala,alappuzha,2002,42.055557,166734.581417683,0.32
kerala,alappuzha,2004,51.48,194266.89820535283,0.32
kerala,alappuzha,2005,40.433334,214150.44230280077,0.32
kerala,alappuzha,2006,33.299999,231069.25430291382,0.32
kerala,alappuzha,2007,35.278126,251690.7367210242,0.32
kerala,alappuzha,2008,31.505882,267167.04617471667,0.32
kerala,alappuzha,2009,40.791668,291324.3285363027,0.32
kerala,alappuzha,2010,44.443245,309967.46877313964,0.32
kerala,alappuzha,2011,32.094116,328021.0,0.32
kerala,alappuzha,2012,54.7425,348616.0,0.32
kerala,alappuzha,2013,44.029999,364707.0,0.32
kerala,alappuzha,2014,24.086206,382134.0,0.32
kerala,alappuzha,2015,26.492592,411150.0,0.32
kerala,alappuzha,2016,29.068966,443615.0,0.32
kerala,alappuzha,2017,41.299999,473182.0,0.32
kerala,alappuzha,2018,41.353657,510787.0,0.32
uttar pradesh,aligarh,2000,230.5,351083.83971582167,0.28
uttar pradesh,aligarh,2002,133.28572,369037.9006500751,0.28
uttar pradesh,aligarh,2004,663.59998,407921.1791392405,0.28
uttar pradesh,aligarh,2005,253.0,431731.25103797467,0.28
uttar pradesh,aligarh,2016,135.88667,888453.0,0.28
uttar pradesh,aligarh,2018,219.78999,949184.0,0.28
west bengal,alipurduar,2000,41.75,247972.31111561856,0.22
west bengal,alipurduar,2001,21.6,265880.32837131777,0.22
west bengal,alipurduar,2002,25.200001,275199.53359278664,0.22
west bengal,alipurduar,2004,43.833332,310686.6999675226,0.22
west bengal,alipurduar,2005,30.5,330248.80030542583,0.22
west bengal,alipurduar,2006,32.0,356170.8313006164,0.22
west bengal,alipurduar,2008,27.525,399354.5969692363,0.22
west bengal,alipurduar,2009,27.299999,430366.20743387047,0.22
west bengal,alipurduar,2011,32.0,473205.0,0.22
west bengal,alipurduar,2012,20.666666,492901.0,0.22
west bengal,alipurduar,2013,55.333332,503952.0,0.22
west bengal,alipurduar,2016,55.888889,584911.0,0.22
west bengal,alipurduar,2017,30.0,623787.0,0.22
west bengal,alipurduar,2018,39.993752,659288.0,0.22
madhya pradesh,alirajpur,2000,197.0,142623.92245088037,0.32
madhya pradesh,alirajpur,2001,253.71428,152826.6075400632,0.32
madhya pradesh,alirajpur,2002,157.66667,144856.76138662823,0.32
madhya pradesh,alirajpur,2004,133.14285,166392.43950471698,0.32
madhya pradesh,alirajpur,2006,191.44444,190708.6450176887,0.32
madhya pradesh,alirajpur,2007,205.72728,199720.87510613207,0.32
madhya pradesh,alirajpur,2008,80.333336,224971.10261792454,0.32
madhya pradesh,alirajpur,2009,138.0,246297.10579599056,0.32
madhya pradesh,alirajpur,2010,113.11111,259230.23037146227,0.32
madhya pradesh,alirajpur,2011,81.166664,282371.0,0.32
madhya pradesh,alirajpur,2012,134.66667,306853.0,0.32
madhya pradesh,alirajpur,2013,201.25,322598.0,0.32
madhya pradesh,alirajpur,2014,137.27272,339247.0,0.32
madhya pradesh,alirajpur,2015,81.0,370716.0,0.32
madhya pradesh,alirajpur,2016,154.7,419465.0,0.32
madhya pradesh,alirajpur,2017,145.41667,441956.0,0.32
madhya pradesh,alirajpur,2018,108.2,482361.0,0.32
uttarakhand,almora,2008,14.0,71643.38818533404,0.27
uttarakhand,almora,2009,28.0,83904.18063244104,0.27
uttarakhand,almora,2012,14.0,109528.0,0.27
uttarakhand,almora,2016,21.165001,150303.0,0.27
rajasthan,alwar,2000,367.40909,174261.4982756208,0.39
rajasthan,alwar,2001,362.93939,194105.22164539358,0.39
rajasthan,alwar,2002,359.61292,170786.6612538214,0.39
rajasthan,alwar,2004,344.6857,219623.783673409,0.39
rajasthan,alwar,2005,331.82352,234376.38095379015,0.39
rajasthan,alwar,2006,181.90909,261962.91892931657,0.39
rajasthan,alwar,2007,130.25,273897.97681369574,0.39
rajasthan,alwar,2008,205.41667,296931.6051077934,0.39
rajasthan,alwar,2009,396.48386,314236.5616057293,0.39
rajasthan,alwar,2010,386.83334,361436.6835150852,0.39
rajasthan,alwar,2011,476.92593,395331.0,0.39
rajasthan,alwar,2012,225.7037,409802.0,0.39
rajasthan,alwar,2013,396.46155,434292.0,0.39
rajasthan,alwar,2014,302.58823,465408.0,0.39
rajasthan,alwar,2015,438.79999,501922.0,0.39
rajasthan,alwar,2016,312.61365,529650.0,0.39
rajasthan,alwar,2017,261.13333,557618.0,0.39
rajasthan,alwar,2018,262.77777,568102.0,0.39
haryana,ambala,2000,129.30588,108122.61080440917,0.37
haryana,ambala,2001,98.0,116473.59577669726,0.37
haryana,ambala,2002,128.52632,123614.0477018113,0.37
haryana,ambala,2004,253.8,147481.865369694,0.37
haryana,ambala,2005,218.58333,160804.87167161863,0.37
haryana,ambala,2006,170.63637,179088.29885884066,0.37
haryana,ambala,2007,191.53999,193107.4745746674,0.37
haryana,ambala,2008,196.7,207975.053310876,0.37
haryana,ambala,2009,166.0625,233960.81678999262,0.37
haryana,ambala,2010,256.78571,249822.19019322115,0.37
haryana,ambala,2011,159.42857,271152.0,0.37
haryana,ambala,2012,118.93571,289756.0,0.37
haryana,ambala,2013,104.23572,314931.0,0.37
haryana,ambala,2014,230.84616,333359.0,0.37
haryana,ambala,2015,165.0,372700.0,0.37
haryana,ambala,2016,127.28333,412055.0,0.37
haryana,ambala,2017,183.86667,434407.0,0.37
haryana,ambala,2018,113.93737,470328.0,0.37
uttar pradesh,ambedkar nagar,2000,46.0,351083.83971582167,0.22
uttar pradesh,ambedkar nagar,2001,52.666668,357470.77254969825,0.22
uttar pradesh,ambedkar nagar,2002,54.0,369037.9006500751,0.22
uttar pradesh,ambedkar nagar,2004,53.75,407921.1791392405,0.22
uttar pradesh,ambedkar nagar,2016,43.599998,888453.0,0.22
uttar pradesh,ambedkar nagar,2018,30.171999,949184.0,0.22
maharashtra,amravati,2000,209.59822,462182.04589375335,0.29
maharashtra,amravati,2001,184.95653,478508.99779191246,0.29
maharashtra,amravati,2002,128.04878,511507.57436596503,0.29
maharashtra,amravati,2004,144.34042,599028.1154943785,0.29
maharashtra,amravati,2005,152.00922,685815.41856348,0.29
maharashtra,amravati,2006,153.69925,780279.5182740722,0.29
maharashtra,amravati,2007,153.88641,871096.2491881064,0.29
maharashtra,amravati,2008,169.71793,884779.143581586,0.29
maharashtra,amravati,2009,183.95454,970264.8556553777,0.29
maharashtra,amravati,2012,96.666664,1189711.0,0.29
maharashtra,amravati,2013,122.88095,1267551.0,0.29
maharashtra,amravati,2014,133.28709,1345341.0,0.29
maharashtra,amravati,2015,122.46,1452513.0,0.29
maharashtra,amravati,2016,122.57143,1596121.0,0.29
maharashtra,amravati,2017,143.4007,1661065.0,0.29
maharashtra,amravati,2018,71.875305,1728578.0,0.29
gujarat,amreli,2000,579.13043,187486.06471907918,0.19
gujarat,amreli,2001,765.75,202722.52060396783,0.19
gujarat,amreli,2002,1171.1818,220397.15650232672,0.19
gujarat,amreli,2004,439.1875,272449.2629108957,0.19
gujarat,amreli,2005,820.46429,311996.4362722108,0.19
gujarat,amreli,2006,467.66666,338383.36050177214,0.19
gujarat,amreli,2007,526.45715,378395.5156254638,0.19
gujarat,amreli,2008,479.2973,394570.23835956375,0.19
gujarat,amreli,2009,327.30768,450323.76586738543,0.19
gujarat,amreli,2010,455.82758,499605.5063968227,0.19
gujarat,amreli,2011,339.73685,532809.0,0.19
gujarat,amreli,2012,373.83871,596659.0,0.19
gujarat,amreli,2013,432.23077,641489.0,0.19
gujarat,amreli,2014,372.88571,705629.0,0.19
gujarat,amreli,2015,199.07317,774775.0,0.19
gujarat,amreli,2016,375.13159,843930.0,0.19
gujarat,amreli,2017,410.26828,946511.0,0.19
gujarat,amreli,2018,311.54999,1034399.0,0.19
punjab,amritsar,2000,53.169998,130870.00549422811,0.3
punjab,amritsar,2001,28.0,132574.969948761,0.3
punjab,amritsar,2002,37.621429,134833.06381928446,0.3
punjab,amritsar,2004,23.92,150374.55025659368,0.3
punjab,amritsar,2005,29.200001,157747.6323300751,0.3
punjab,amritsar,2006,34.599998,174760.55643236218,0.3
punjab,amritsar,2007,67.714287,189894.4098783096,0.3
punjab,amritsar,2008,37.174999,200421.39678947636,0.3
punjab,amritsar,2009,62.783333,213223.87539693547,0.3
punjab,amritsar,2010,46.666668,226995.577251856,0.3
punjab,amritsar,2011,66.599998,239227.0,0.3
punjab,amritsar,2012,43.444443,251813.0,0.3
punjab,amritsar,2013,51.0,267515.0,0.3
punjab,amritsar,2014,61.777779,278485.0,0.3
punjab,amritsar,2015,54.777779,294895.0,0.3
punjab,amritsar,2016,55.68182,315783.0,0.3
punjab,amritsar,2017,48.200001,335057.0,0.3
punjab,amritsar,2018,65.583336,353942.0,0.3
uttar pradesh,amroha,2000,25.0,351083.83971582167,0.27
uttar pradesh,amroha,2001,17.5,357470.77254969825,0.27
uttar pradesh,amroha,2004,85.0,407921.1791392405,0.27
uttar pradesh,amroha,2016,108.66666,888453.0,0.27
uttar pradesh,amroha,2018,115.96667,949184.0,0.27
gujarat,anand,2000,270.22223,187486.06471907918,0.21
gujarat,anand,2001,762.16669,202722.52060396783,0.21
gujarat,anand,2002,449.0,220397.15650232672,0.21
gujarat,anand,2004,324.25,272449.2629108957,0.21
gujarat,anand,2005,684.22223,311996.4362722108,0.21
gujarat,anand,2006,264.60001,338383.36050177214,0.21
gujarat,anand,2007,418.0,378395.5156254638,0.21
gujarat,anand,2008,461.5,394570.23835956375,0.21
gujarat,anand,2009,395.33334,450323.76586738543,0.21
gujarat,anand,2010,245.75,499605.5063968227,0.21
gujarat,anand,2011,509.5,532809.0,0.21
gujarat,anand,2012,393.44446,596659.0,0.21
gujarat,anand,2013,304.60001,641489.0,0.21
gujarat,anand,2014,341.125,705629.0,0.21
gujarat,anand,2015,271.73334,774775.0,0.21
gujarat,anand,2016,296.70001,843930.0,0.21
gujarat,anand,2017,273.23077,946511.0,0.21
gujarat,anand,2018,338.0,1034399.0,0.21
andhra pradesh,anantapur,2004,353.38889,215455.8737901584,0.27
andhra pradesh,anantapur,2005,439.72726,227457.98782588722,0.27
andhra pradesh,anantapur,2006,287.09091,251348.62002359648,0.27
andhra pradesh,anantapur,2007,243.85185,282693.98143604415,0.27
andhra pradesh,anantapur,2008,339.73077,289919.74396775843,0.27
andhra pradesh,anantapur,2009,242.73914,309550.5308999029,0.27
andhra pradesh,anantapur,2010,215.26923,330210.7804378922,0.27
andhra pradesh,anantapur,2011,253.91667,339996.0,0.27
andhra pradesh,anantapur,2012,171.83333,341335.0,0.27
andhra pradesh,anantapur,2013,214.375,360239.0,0.27
andhra pradesh,anantapur,2014,254.16667,397064.0,0.27
andhra pradesh,anantapur,2015,272.44446,446997.0,0.27
andhra pradesh,anantapur,2016,332.80646,477566.0,0.27
andhra pradesh,anantapur,2017,307.43478,526626.0,0.27
andhra pradesh,anantapur,2018,278.0,558862.0,0.27
jammu and kashmir,anantnag,2003,36.0,42468.16778939248,0.17
jammu and kashmir,anantnag,2012,14.0,67316.0,0.17
jammu and kashmir,anantnag,2013,36.0,70536.0,0.17
jammu and kashmir,anantnag,2014,53.0,67154.0,0.17
jammu and kashmir,anantnag,2015,10.4,80602.0,0.17
jammu and kashmir,anantnag,2016,46.0,82636.0,0.17
odisha,anugul,2000,136.90323,98181.20095221567,0.26
odisha,anugul,2002,183.12628,103409.86331502158,0.26
odisha,anugul,2004,85.078949,133986.11438993324,0.26
odisha,anugul,2008,126.97586,183688.70172154246,0.26
odisha,anugul,2009,136.83333,185166.77232022234,0.26
odisha,anugul,2012,102.31406,216301.0,0.26
odisha,anugul,2013,129.60606,233122.0,0.26
odisha,anugul,2014,134.14948,235931.0,0.26
odisha,anugul,2015,110.58974,253192.0,0.26
odisha,anugul,2016,115.30513,293348.0,0.26
odisha,anugul,2017,126.89362,316192.0,0.26
odisha,anugul,2018,97.186043,338339.0,0.26
madhya pradesh,anuppur,2001,32.23077,152826.6075400632,0.37
madhya pradesh,anuppur,2002,43.384617,144856.76138662823,0.37
madhya pradesh,anuppur,2004,56.222221,166392.43950471698,0.37
madhya pradesh,anuppur,2005,40.700001,174775.328567217,0.37
madhya pradesh,anuppur,2006,38.700001,190708.6450176887,0.37
madhya pradesh,anuppur,2007,53.200001,199720.87510613207,0.37
madhya pradesh,anuppur,2009,35.153847,246297.10579599056,0.37
madhya pradesh,anuppur,2010,54.333332,259230.23037146227,0.37
madhya pradesh,anuppur,2011,25.424999,282371.0,0.37
madhya pradesh,anuppur,2012,64.016312,306853.0,0.37
madhya pradesh,anuppur,2013,54.533333,322598.0,0.37
madhya pradesh,anuppur,2014,44.0,339247.0,0.37
madhya pradesh,anuppur,2015,41.125,370716.0,0.37
madhya pradesh,anuppur,2016,39.625,419465.0,0.37
madhya pradesh,anuppur,2017,34.619049,441956.0,0.37
madhya pradesh,anuppur,2018,58.4375,482361.0,0.37
bihar,araria,2004,43.0,123786.48249318643,0.23
bihar,araria,2005,41.0,120702.7141776237,0.23
bihar,araria,2007,71.0,148922.3697701531,0.23
bihar,araria,2008,66.0,171625.46728329768,0.23
bihar,araria,2011,24.85,228497.0,0.23
bihar,araria,2012,39.700001,236933.0,0.23
bihar,araria,2013,17.725,246915.0,0.23
bihar,araria,2016,50.826,289265.0,0.23
tamil nadu,ariyalur,2000,60.0,288498.3205747694,0.24
tamil nadu,ariyalur,2001,122.0,282908.6927283517,0.24
tamil nadu,ariyalur,2004,145.5,337921.3167903381,0.24
tamil nadu,ariyalur,2005,173.5,386683.4090471607,0.24
tamil nadu,ariyalur,2006,145.5,447233.3527585457,0.24
tamil nadu,ariyalur,2007,162.66667,475248.4774441926,0.24
tamil nadu,ariyalur,2009,116.0,552763.8529603527,0.24
tamil nadu,ariyalur,2010,148.33333,628152.0055419293,0.24
tamil nadu,ariyalur,2011,321.0,674478.0,0.24
tamil nadu,ariyalur,2012,349.33334,709343.0,0.24
tamil nadu,ariyalur,2013,222.0,750416.0,0.24
tamil nadu,ariyalur,2015,77.666664,862437.0,0.24
tamil nadu,ariyalur,2016,396.04599,922084.0,0.24
tamil nadu,ariyalur,2017,251.69501,1000308.0,0.24
tamil nadu,ariyalur,2018,267.05667,1071602.0,0.24
bihar,arwal,2001,54.75,104271.73783034184,0.21
bihar,arwal,2005,55.0,120702.7141776237,0.21
bihar,arwal,2007,41.333332,148922.3697701531,0.21
bihar,arwal,2008,38.0,171625.46728329768,0.21
bihar,arwal,2010,52.0,207295.21074574778,0.21
bihar,arwal,2011,78.0,228497.0,0.21
bihar,arwal,2012,43.970398,236933.0,0.21
bihar,arwal,2013,46.099998,246915.0,0.21
bihar,arwal,2016,44.661999,289265.0,0.21
madhya pradesh,ashoknagar,2000,83.833336,142623.92245088037,0.18
madhya pradesh,ashoknagar,2001,54.0,152826.6075400632,0.18
madhya pradesh,ashoknagar,2002,57.5,144856.76138662823,0.18
madhya pradesh,ashoknagar,2004,133.0,166392.43950471698,0.18
madhya pradesh,ashoknagar,2005,105.18182,174775.328567217,0.18
madhya pradesh,ashoknagar,2006,181.0,190708.6450176887,0.18
madhya pradesh,ashoknagar,2007,77.571426,199720.87510613207,0.18
madhya pradesh,ashoknagar,2008,186.0,224971.10261792454,0.18
madhya pradesh,ashoknagar,2009,80.090912,246297.10579599056,0.18
madhya pradesh,ashoknagar,2010,61.090908,259230.23037146227,0.18
madhya pradesh,ashoknagar,2011,60.81818,282371.0,0.18
madhya pradesh,ashoknagar,2012,101.4046,306853.0,0.18
madhya pradesh,ashoknagar,2013,65.554504,322598.0,0.18
madhya pradesh,ashoknagar,2014,97.25,339247.0,0.18
madhya pradesh,ashoknagar,2016,72.07692,419465.0,0.18
madhya pradesh,ashoknagar,2017,116.80952,441956.0,0.18
madhya pradesh,ashoknagar,2018,64.769234,482361.0,0.18
uttar pradesh,auraiya,2000,131.16667,351083.83971582167,0.19
uttar pradesh,auraiya,2001,113.6,357470.77254969825,0.19
uttar pradesh,auraiya,2002,121.8,369037.9006500751,0.19
uttar pradesh,auraiya,2004,47.0,407921.1791392405,0.19
uttar pradesh,auraiya,2005,106.0,431731.25103797467,0.19
uttar pradesh,auraiya,2016,37.166668,888453.0,0.19
uttar pradesh,auraiya,2018,85.910004,949184.0,0.19
bihar,aurangabad,2000,158.57143,110615.1637047949,0.19
bihar,aurangabad,2000,158.57143,110615.1637047949,0.28
maharashtra,aurangabad,2001,197.63637,478508.99779191246,0.19
maharashtra,aurangabad,2001,197.63637,478508.99779191246,0.28
maharashtra,aurangabad,2002,174.66667,511507.57436596503,0.19
maharashtra,aurangabad,2002,174.66667,511507.57436596503,0.28
maharashtra,aurangabad,2004,98.727272,599028.1154943785,0.19
maharashtra,aurangabad,2004,98.727272,599028.1154943785,0.28
bihar,aurangabad,2005,94.25573,120702.7141776237,0.19
bihar,aurangabad,2005,94.25573,120702.7141776237,0.28
maharashtra,aurangabad,2006,143.83333,780279.5182740722,0.19
maharashtra,aurangabad,2006,143.83333,780279.5182740722,0.28
maharashtra,aurangabad,2007,207.30769,871096.2491881064,0.19
maharashtra,aurangabad,2007,207.30769,871096.2491881064,0.28
maharashtra,aurangabad,2008,124.54546,884779.143581586,0.19
maharashtra,aurangabad,2008,124.54546,884779.143581586,0.28
bihar,aurangabad,2009,198.92308,179835.9122150076,0.19
bihar,aurangabad,2009,198.92308,179835.9122150076,0.28
bihar,aurangabad,2010,62.387501,207295.21074574778,0.19
bihar,aurangabad,2010,62.387501,207295.21074574778,0.28
bihar,aurangabad,2011,62.387501,228497.0,0.19
bihar,aurangabad,2011,62.387501,228497.0,0.28
maharashtra,aurangabad,2012,195.36295,1189711.0,0.19
maharashtra,aurangabad,2012,195.36295,1189711.0,0.28
maharashtra,aurangabad,2013,118.03529,1267551.0,0.19
maharashtra,aurangabad,2013,118.03529,1267551.0,0.28
maharashtra,aurangabad,2014,204.0,1345341.0,0.19
maharashtra,aurangabad,2014,204.0,1345341.0,0.28
maharashtra,aurangabad,2015,139.83333,1452513.0,0.19
maharashtra,aurangabad,2015,139.83333,1452513.0,0.28
bihar,aurangabad,2016,106.32326,289265.0,0.19
bihar,aurangabad,2016,106.32326,289265.0,0.28
maharashtra,aurangabad,2017,119.85642,1661065.0,0.19
maharashtra,aurangabad,2017,119.85642,1661065.0,0.28
maharashtra,aurangabad,2018,158.05246,1728578.0,0.19
maharashtra,aurangabad,2018,158.05246,1728578.0,0.28
uttar pradesh,ayodhya,2000,16.24,351083.83971582167,0.27
uttar pradesh,ayodhya,2001,33.700001,357470.77254969825,0.27
uttar pradesh,ayodhya,2002,21.0,369037.9006500751,0.27
uttar pradesh,ayodhya,2004,30.025,407921.1791392405,0.27
uttar pradesh,ayodhya,2016,45.400002,888453.0,0.27
uttar pradesh,ayodhya,2018,20.230999,949184.0,0.27
uttar pradesh,azamgarh,2000,28.0,351083.83971582167,0.27
uttar pradesh,azamgarh,2001,66.5,357470.77254969825,0.27
uttar pradesh,azamgarh,2002,68.0,369037.9006500751,0.27
uttar pradesh,azamgarh,2004,50.026665,407921.1791392405,0.27
uttar pradesh,azamgarh,2005,23.8125,431731.25103797467,0.27
uttar pradesh,azamgarh,2016,33.91111,888453.0,0.27
uttar pradesh,azamgarh,2018,74.527504,949184.0,0.27
karnataka,bagalkote,2002,266.88889,296352.99111225107,0.27
karnataka,bagalkote,2004,431.34784,332758.6518626028,0.27
karnataka,bagalkote,2005,454.0,366994.56342525396,0.27
karnataka,bagalkote,2006,385.33334,405152.54746008705,0.27
karnataka,bagalkote,2010,651.05554,538791.629511369,0.27
karnataka,bagalkote,2012,621.16669,593192.0,0.27
karnataka,bagalkote,2013,463.75385,646787.0,0.27
karnataka,bagalkote,2014,466.6087,671283.0,0.27
karnataka,bagalkote,2016,475.66089,851394.0,0.27
karnataka,bagalkote,2017,426.25806,915642.0,0.27
karnataka,bagalkote,2018,238.92381,974815.0,0.27
uttar pradesh,baghpat,2001,33.400002,357470.77254969825,0.28
uttar pradesh,baghpat,2004,53.0,407921.1791392405,0.28
uttar pradesh,baghpat,2005,51.666668,431731.25103797467,0.28
uttar pradesh,baghpat,2016,99.333336,888453.0,0.28
uttar pradesh,baghpat,2018,89.806671,949184.0,0.28
uttar pradesh,bahraich,2000,33.909092,351083.83971582167,0.24
uttar pradesh,bahraich,2016,27.583334,888453.0,0.24
uttar pradesh,bahraich,2018,40.778999,949184.0,0.24
assam,baksa,2014,25.849998,146425.0,0.2
assam,baksa,2015,65.0,167629.0,0.2
assam,baksa,2016,23.633295,179632.0,0.2
assam,baksa,2018,28.360001,204627.0,0.2
madhya pradesh,balaghat,2000,124.5,142623.92245088037,0.27
madhya pradesh,balaghat,2001,67.115387,152826.6075400632,0.27
