state,district,year,gwq,sdp,gini
maharashtra,chandrapur,2001,140.27954,478508.99779191246,0.3
maharashtra,chandrapur,2002,157.40909,511507.57436596503,0.3
maharashtra,chandrapur,2004,174.38095,599028.1154943785,0.3
maharashtra,chandrapur,2005,186.51485,685815.41856348,0.3
maharashtra,chandrapur,2006,213.40994,780279.5182740722,0.3
maharashtra,chandrapur,2007,175.97368,871096.2491881064,0.3
maharashtra,chandrapur,2008,148.66856,884779.143581586,0.3
maharashtra,chandrapur,2009,148.33333,970264.8556553777,0.3
maharashtra,chandrapur,2012,182.76923,1189711.0,0.3
maharashtra,chandrapur,2013,164.86,1267551.0,0.3
maharashtra,chandrapur,2014,129.25209,1345341.0,0.3
maharashtra,chandrapur,2015,171.96297,1452513.0,0.3
maharashtra,chandrapur,2016,130.13208,1596121.0,0.3
maharashtra,chandrapur,2017,102.77105,1661065.0,0.3
maharashtra,chandrapur,2018,89.359322,1728578.0,0.3
arunachal pradesh,changlang,2015,42.233334,12889.0,0.3
arunachal pradesh,changlang,2016,19.171009,13396.0,0.3
arunachal pradesh,changlang,2018,31.905001,14897.0,0.3
jharkhand,chatra,2004,63.666668,90933.94772758461,0.21
jharkhand,chatra,2006,149.0,88313.3580473321,0.21
jharkhand,chatra,2008,47.200001,103644.40755018276,0.21
jharkhand,chatra,2009,62.25,113915.95362850405,0.21
jharkhand,chatra,2010,82.800003,130487.88405254687,0.21
jharkhand,chatra,2011,63.43,137383.0,0.21
jharkhand,chatra,2012,102.16666,149526.0,0.21
jharkhand,chatra,2013,96.383331,150609.0,0.21
tamil nadu,chennai,2000,438.88889,288498.3205747694,0.34
tamil nadu,chennai,2001,504.5,282908.6927283517,0.34
tamil nadu,chennai,2002,458.71429,284324.36644762417,0.34
tamil nadu,chennai,2004,519.71429,337921.3167903381,0.34
tamil nadu,chennai,2005,551.42859,386683.4090471607,0.34
tamil nadu,chennai,2006,950.16669,447233.3527585457,0.34
tamil nadu,chennai,2007,440.55554,475248.4774441926,0.34
tamil nadu,chennai,2009,92.0,552763.8529603527,0.34
tamil nadu,chennai,2010,332.0,628152.0055419293,0.34
tamil nadu,chennai,2011,254.5,674478.0,0.34
tamil nadu,chennai,2012,153.42857,709343.0,0.34
tamil nadu,chennai,2013,286.33334,750416.0,0.34
tamil nadu,chennai,2014,459.75,791915.0,0.34
tamil nadu,chennai,2015,228.0,862437.0,0.34
tamil nadu,chennai,2016,258.34265,922084.0,0.34
tamil nadu,chennai,2017,246.43375,1000308.0,0.34
tamil nadu,chennai,2018,248.93777,1071602.0,0.34
madhya pradesh,chhatarpur,2000,108.19231,142623.92245088037,0.23
madhya pradesh,chhatarpur,2001,111.34615,152826.6075400632,0.23
madhya pradesh,chhatarpur,2002,111.25,144856.76138662823,0.23
madhya pradesh,chhatarpur,2004,90.13636,166392.43950471698,0.23
madhya pradesh,chhatarpur,2005,88.458336,174775.328567217,0.23
madhya pradesh,chhatarpur,2006,87.615387,190708.6450176887,0.23
madhya pradesh,chhatarpur,2007,81.129036,199720.87510613207,0.23
madhya pradesh,chhatarpur,2008,119.58334,224971.10261792454,0.23
madhya pradesh,chhatarpur,2009,110.11539,246297.10579599056,0.23
madhya pradesh,chhatarpur,2010,95.0,259230.23037146227,0.23
madhya pradesh,chhatarpur,2011,80.5,282371.0,0.23
madhya pradesh,chhatarpur,2012,91.115387,306853.0,0.23
madhya pradesh,chhatarpur,2013,115.04,322598.0,0.23
madhya pradesh,chhatarpur,2014,71.458336,339247.0,0.23
madhya pradesh,chhatarpur,2015,97.239998,370716.0,0.23
madhya pradesh,chhatarpur,2016,112.24138,419465.0,0.23
madhya pradesh,chhatarpur,2017,92.225807,441956.0,0.23
madhya pradesh,chhatarpur,2018,119.79311,482361.0,0.23
madhya pradesh,chhindwara,2000,58.363636,142623.92245088037,0.44
madhya pradesh,chhindwara,2001,63.3125,152826.6075400632,0.44
madhya pradesh,chhindwara,2002,74.878784,144856.76138662823,0.44
madhya pradesh,chhindwara,2004,61.333332,166392.43950471698,0.44
madhya pradesh,chhindwara,2005,66.379311,174775.328567217,0.44
madhya pradesh,chhindwara,2006,46.0,190708.6450176887,0.44
madhya pradesh,chhindwara,2007,79.047623,199720.87510613207,0.44
madhya pradesh,chhindwara,2009,75.802856,246297.10579599056,0.44
madhya pradesh,chhindwara,2010,70.559998,259230.23037146227,0.44
madhya pradesh,chhindwara,2011,58.66,282371.0,0.44
madhya pradesh,chhindwara,2012,79.785004,306853.0,0.44
madhya pradesh,chhindwara,2013,66.679848,322598.0,0.44
madhya pradesh,chhindwara,2014,94.277779,339247.0,0.44
madhya pradesh,chhindwara,2016,72.702705,419465.0,0.44
madhya pradesh,chhindwara,2017,61.405407,441956.0,0.44
madhya pradesh,chhindwara,2018,53.162163,482361.0,0.44
karnataka,chikkaballapura,2001,179.0,281266.3155456815,0.39
karnataka,chikkaballapura,2002,153.23529,296352.99111225107,0.39
karnataka,chikkaballapura,2004,121.28571,332758.6518626028,0.39
karnataka,chikkaballapura,2006,165.0,405152.54746008705,0.39
karnataka,chikkaballapura,2007,234.28572,455994.06192549586,0.39
karnataka,chikkaballapura,2009,200.85715,488554.19922593125,0.39
karnataka,chikkaballapura,2010,210.71428,538791.629511369,0.39
karnataka,chikkaballapura,2012,218.5,593192.0,0.39
karnataka,chikkaballapura,2013,150.0,646787.0,0.39
karnataka,chikkaballapura,2014,140.76923,671283.0,0.39
karnataka,chikkaballapura,2015,28.0,749952.0,0.39
karnataka,chikkaballapura,2016,195.505,851394.0,0.39
karnataka,chikkaballapura,2017,206.63158,915642.0,0.39
karnataka,chikkaballapura,2018,168.40556,974815.0,0.39
karnataka,chikkamagaluru,2000,21.0,276258.6426431352,0.18
karnataka,chikkamagaluru,2001,52.400002,281266.3155456815,0.18
karnataka,chikkamagaluru,2002,123.88,296352.99111225107,0.18
karnataka,chikkamagaluru,2004,87.958336,332758.6518626028,0.18
karnataka,chikkamagaluru,2006,83.166664,405152.54746008705,0.18
karnataka,chikkamagaluru,2009,107.33334,488554.19922593125,0.18
karnataka,chikkamagaluru,2010,162.96153,538791.629511369,0.18
karnataka,chikkamagaluru,2011,155.16216,554952.0,0.18
karnataka,chikkamagaluru,2012,98.09375,593192.0,0.18
karnataka,chikkamagaluru,2013,98.974998,646787.0,0.18
karnataka,chikkamagaluru,2014,74.584908,671283.0,0.18
karnataka,chikkamagaluru,2016,82.954002,851394.0,0.18
karnataka,chikkamagaluru,2017,86.361443,915642.0,0.18
karnataka,chikkamagaluru,2018,91.0625,974815.0,0.18
assam,chirang,2015,117.89999,167629.0,0.2
assam,chirang,2016,90.006454,179632.0,0.2
karnataka,chitradurga,2001,356.64999,281266.3155456815,0.21
karnataka,chitradurga,2002,226.68965,296352.99111225107,0.21
karnataka,chitradurga,2004,365.16666,332758.6518626028,0.21
karnataka,chitradurga,2005,262.75,366994.56342525396,0.21
karnataka,chitradurga,2006,336.3125,405152.54746008705,0.21
karnataka,chitradurga,2010,332.29999,538791.629511369,0.21
karnataka,chitradurga,2012,304.60605,593192.0,0.21
karnataka,chitradurga,2013,234.28572,646787.0,0.21
karnataka,chitradurga,2014,285.56522,671283.0,0.21
karnataka,chitradurga,2016,295.3139,851394.0,0.21
karnataka,chitradurga,2017,265.30435,915642.0,0.21
karnataka,chitradurga,2018,341.88846,974815.0,0.21
uttar pradesh,chitrakoot,2000,163.75,351083.83971582167,0.17
uttar pradesh,chitrakoot,2002,138.33333,369037.9006500751,0.17
uttar pradesh,chitrakoot,2004,56.849998,407921.1791392405,0.17
uttar pradesh,chitrakoot,2016,116.32,888453.0,0.17
uttar pradesh,chitrakoot,2018,127.62,949184.0,0.17
andhra pradesh,chittoor,2004,268.14816,215455.8737901584,0.31
andhra pradesh,chittoor,2005,283.75,227457.98782588722,0.31
andhra pradesh,chittoor,2006,181.28947,251348.62002359648,0.31
andhra pradesh,chittoor,2007,262.10257,282693.98143604415,0.31
andhra pradesh,chittoor,2008,187.7027,289919.74396775843,0.31
andhra pradesh,chittoor,2009,196.4375,309550.5308999029,0.31
andhra pradesh,chittoor,2010,163.27026,330210.7804378922,0.31
andhra pradesh,chittoor,2011,207.91304,339996.0,0.31
andhra pradesh,chittoor,2012,199.52942,341335.0,0.31
andhra pradesh,chittoor,2013,191.58333,360239.0,0.31
andhra pradesh,chittoor,2014,295.4516,397064.0,0.31
andhra pradesh,chittoor,2015,196.6875,446997.0,0.31
andhra pradesh,chittoor,2016,277.22916,477566.0,0.31
andhra pradesh,chittoor,2017,276.23334,526626.0,0.31
andhra pradesh,chittoor,2018,237.8125,558862.0,0.31
rajasthan,chittorgarh,2000,235.41667,174261.4982756208,0.3
rajasthan,chittorgarh,2001,182.06667,194105.22164539358,0.3
rajasthan,chittorgarh,2002,115.83334,170786.6612538214,0.3
rajasthan,chittorgarh,2003,113.0,225128.64428027082,0.3
rajasthan,chittorgarh,2004,155.6875,219623.783673409,0.3
rajasthan,chittorgarh,2005,142.0,234376.38095379015,0.3
rajasthan,chittorgarh,2006,285.90909,261962.91892931657,0.3
rajasthan,chittorgarh,2007,95.5,273897.97681369574,0.3
rajasthan,chittorgarh,2008,320.5,296931.6051077934,0.3
rajasthan,chittorgarh,2009,191.5,314236.5616057293,0.3
rajasthan,chittorgarh,2010,125.0,361436.6835150852,0.3
rajasthan,chittorgarh,2011,191.9375,395331.0,0.3
rajasthan,chittorgarh,2012,192.89999,409802.0,0.3
rajasthan,chittorgarh,2013,241.0,434292.0,0.3
rajasthan,chittorgarh,2014,215.69231,465408.0,0.3
rajasthan,chittorgarh,2015,280.0,501922.0,0.3
rajasthan,chittorgarh,2016,195.23416,529650.0,0.3
rajasthan,chittorgarh,2017,144.39999,557618.0,0.3
rajasthan,chittorgarh,2018,93.800003,568102.0,0.3
rajasthan,churu,2000,1061.5625,174261.4982756208,0.21
rajasthan,churu,2001,1070.579,194105.22164539358,0.21
rajasthan,churu,2002,865.0625,170786.6612538214,0.21
rajasthan,churu,2004,1006.963,219623.783673409,0.21
rajasthan,churu,2005,804.72223,234376.38095379015,0.21
rajasthan,churu,2006,678.81818,261962.91892931657,0.21
rajasthan,churu,2007,1110.75,273897.97681369574,0.21
rajasthan,churu,2008,790.76471,296931.6051077934,0.21
rajasthan,churu,2009,1038.0625,314236.5616057293,0.21
rajasthan,churu,2010,1253.8846,361436.6835150852,0.21
rajasthan,churu,2011,905.6842,395331.0,0.21
rajasthan,churu,2012,842.05884,409802.0,0.21
rajasthan,churu,2013,602.76471,434292.0,0.21
rajasthan,churu,2014,845.26666,465408.0,0.21
rajasthan,churu,2015,424.23529,501922.0,0.21
rajasthan,churu,2016,560.33331,529650.0,0.21
rajasthan,churu,2017,626.30432,557618.0,0.21
rajasthan,churu,2018,717.34998,568102.0,0.21
tamil nadu,coimbatore,2000,311.41177,288498.3205747694,0.34
tamil nadu,coimbatore,2001,335.05884,282908.6927283517,0.34
tamil nadu,coimbatore,2002,372.38461,284324.36644762417,0.34
tamil nadu,coimbatore,2004,395.5,337921.3167903381,0.34
tamil nadu,coimbatore,2005,419.23077,386683.4090471607,0.34
tamil nadu,coimbatore,2006,381.53845,447233.3527585457,0.34
tamil nadu,coimbatore,2007,319.66666,475248.4774441926,0.34
tamil nadu,coimbatore,2009,349.85715,552763.8529603527,0.34
tamil nadu,coimbatore,2010,270.92856,628152.0055419293,0.34
tamil nadu,coimbatore,2011,280.72726,674478.0,0.34
tamil nadu,coimbatore,2012,335.5,709343.0,0.34
tamil nadu,coimbatore,2013,235.23077,750416.0,0.34
tamil nadu,coimbatore,2014,204.41818,791915.0,0.34
tamil nadu,coimbatore,2015,218.60001,862437.0,0.34
tamil nadu,coimbatore,2016,349.34616,922084.0,0.34
tamil nadu,coimbatore,2017,271.22049,1000308.0,0.34
tamil nadu,coimbatore,2018,307.50342,1071602.0,0.34
west bengal,coochbehar,2000,33.190475,247972.31111561856,0.2
west bengal,coochbehar,2001,32.394444,265880.32837131777,0.2
west bengal,coochbehar,2002,21.0,275199.53359278664,0.2
west bengal,coochbehar,2004,29.962963,310686.6999675226,0.2
west bengal,coochbehar,2005,30.0,330248.80030542583,0.2
west bengal,coochbehar,2006,28.09091,356170.8313006164,0.2
west bengal,coochbehar,2007,32.0,383881.49060919316,0.2
west bengal,coochbehar,2008,20.810526,399354.5969692363,0.2
west bengal,coochbehar,2009,18.295454,430366.20743387047,0.2
west bengal,coochbehar,2010,36.325001,456461.5424521131,0.2
west bengal,coochbehar,2011,110.66666,473205.0,0.2
west bengal,coochbehar,2012,30.583334,492901.0,0.2
west bengal,coochbehar,2013,29.105263,503952.0,0.2
west bengal,coochbehar,2016,25.466667,584911.0,0.2
west bengal,coochbehar,2017,45.241379,623787.0,0.2
west bengal,coochbehar,2018,49.39579,659288.0,0.2
tamil nadu,cuddalore,2000,320.58334,288498.3205747694,0.27
tamil nadu,cuddalore,2001,359.0,282908.6927283517,0.27
tamil nadu,cuddalore,2002,250.55556,284324.36644762417,0.27
tamil nadu,cuddalore,2004,296.85715,337921.3167903381,0.27
tamil nadu,cuddalore,2005,466.625,386683.4090471607,0.27
tamil nadu,cuddalore,2006,500.0,447233.3527585457,0.27
tamil nadu,cuddalore,2007,480.0,475248.4774441926,0.27
tamil nadu,cuddalore,2009,240.0,552763.8529603527,0.27
tamil nadu,cuddalore,2010,356.18182,628152.0055419293,0.27
tamil nadu,cuddalore,2011,248.22223,674478.0,0.27
tamil nadu,cuddalore,2012,172.0,709343.0,0.27
tamil nadu,cuddalore,2013,271.41666,750416.0,0.27
tamil nadu,cuddalore,2014,319.51111,791915.0,0.27
tamil nadu,cuddalore,2015,285.77777,862437.0,0.27
tamil nadu,cuddalore,2016,238.54565,922084.0,0.27
tamil nadu,cuddalore,2017,202.8132,1000308.0,0.27
tamil nadu,cuddalore,2018,290.01477,1071602.0,0.27
odisha,cuttack,2000,69.311432,98181.20095221567,0.29
odisha,cuttack,2002,78.255997,103409.86331502158,0.29
odisha,cuttack,2004,70.547058,133986.11438993324,0.29
odisha,cuttack,2008,63.205357,183688.70172154246,0.29
odisha,cuttack,2009,59.648571,185166.77232022234,0.29
odisha,cuttack,2012,110.05,216301.0,0.29
odisha,cuttack,2013,82.294121,233122.0,0.29
odisha,cuttack,2014,80.685738,235931.0,0.29
odisha,cuttack,2015,78.48542,253192.0,0.29
odisha,cuttack,2016,73.753098,293348.0,0.29
odisha,cuttack,2017,78.574074,316192.0,0.29
odisha,cuttack,2018,63.905659,338339.0,0.29
karnataka,dakshina kannada,2001,15.5,281266.3155456815,0.44
karnataka,dakshina kannada,2002,17.675861,296352.99111225107,0.44
karnataka,dakshina kannada,2004,24.629629,332758.6518626028,0.44
karnataka,dakshina kannada,2006,21.344828,405152.54746008705,0.44
karnataka,dakshina kannada,2007,36.099998,455994.06192549586,0.44
karnataka,dakshina kannada,2009,29.153847,488554.19922593125,0.44
karnataka,dakshina kannada,2010,32.240002,538791.629511369,0.44
karnataka,dakshina kannada,2012,29.956522,593192.0,0.44
karnataka,dakshina kannada,2013,18.448149,646787.0,0.44
karnataka,dakshina kannada,2014,30.534615,671283.0,0.44
karnataka,dakshina kannada,2016,24.074286,851394.0,0.44
karnataka,dakshina kannada,2017,54.893616,915642.0,0.44
karnataka,dakshina kannada,2018,149.82449,974815.0,0.44
madhya pradesh,damoh,2000,94.307693,142623.92245088037,0.23
madhya pradesh,damoh,2001,95.428574,152826.6075400632,0.23
madhya pradesh,damoh,2002,58.666668,144856.76138662823,0.23
madhya pradesh,damoh,2004,100.93333,166392.43950471698,0.23
madhya pradesh,damoh,2005,92.300003,174775.328567217,0.23
madhya pradesh,damoh,2007,92.904762,199720.87510613207,0.23
madhya pradesh,damoh,2008,209.0,224971.10261792454,0.23
madhya pradesh,damoh,2009,105.13333,246297.10579599056,0.23
madhya pradesh,damoh,2010,51.466667,259230.23037146227,0.23
madhya pradesh,damoh,2011,86.066666,282371.0,0.23
madhya pradesh,damoh,2012,106.13333,306853.0,0.23
madhya pradesh,damoh,2013,68.133858,322598.0,0.23
madhya pradesh,damoh,2014,68.5,339247.0,0.23
madhya pradesh,damoh,2015,140.35715,370716.0,0.23
madhya pradesh,damoh,2016,128.63158,419465.0,0.23
madhya pradesh,damoh,2017,101.47369,441956.0,0.23
madhya pradesh,damoh,2018,111.31579,482361.0,0.23
chhattisgarh,dantewada,2001,47.0,69095.92750038933,0.36
chhattisgarh,dantewada,2002,53.46154,67928.20822216057,0.36
chhattisgarh,dantewada,2004,32.454544,85010.50532014725,0.36
chhattisgarh,dantewada,2005,19.3125,86399.03557352198,0.36
chhattisgarh,dantewada,2007,24.200001,111148.14951274091,0.36
chhattisgarh,dantewada,2008,17.200001,118439.98738179455,0.36
chhattisgarh,dantewada,2009,42.666668,121728.50355879591,0.36
chhattisgarh,dantewada,2017,7.0,194073.0,0.36
bihar,darbhanga,2001,14.0,104271.73783034184,0.2
bihar,darbhanga,2006,42.700001,141592.2454273824,0.2
bihar,darbhanga,2007,41.333332,148922.3697701531,0.2
bihar,darbhanga,2008,15.771428,171625.46728329768,0.2
bihar,darbhanga,2009,59.333332,179835.9122150076,0.2
bihar,darbhanga,2010,155.0,207295.21074574778,0.2
bihar,darbhanga,2011,73.260002,228497.0,0.2
bihar,darbhanga,2012,55.8475,236933.0,0.2
bihar,darbhanga,2013,39.9375,246915.0,0.2
bihar,darbhanga,2016,67.369003,289265.0,0.2
west bengal,darjeeling,2000,25.1,247972.31111561856,0.28
west bengal,darjeeling,2001,46.727272,265880.32837131777,0.28
west bengal,darjeeling,2002,29.272728,275199.53359278664,0.28
west bengal,darjeeling,2004,37.727272,310686.6999675226,0.28
west bengal,darjeeling,2005,55.333332,330248.80030542583,0.28
west bengal,darjeeling,2006,30.122223,356170.8313006164,0.28
west bengal,darjeeling,2007,15.666667,383881.49060919316,0.28
west bengal,darjeeling,2008,31.6,399354.5969692363,0.28
west bengal,darjeeling,2009,30.423529,430366.20743387047,0.28
west bengal,darjeeling,2010,32.25,456461.5424521131,0.28
west bengal,darjeeling,2011,34.444443,473205.0,0.28
west bengal,darjeeling,2012,37.863636,492901.0,0.28
west bengal,darjeeling,2013,34.666668,503952.0,0.28
west bengal,darjeeling,2016,30.214285,584911.0,0.28
west bengal,darjeeling,2017,33.444443,623787.0,0.28
west bengal,darjeeling,2018,49.516071,659288.0,0.28
assam,darrang,2014,45.149998,146425.0,0.22
assam,darrang,2015,52.666668,167629.0,0.22
assam,darrang,2016,64.686943,179632.0,0.22
assam,darrang,2018,44.059288,204627.0,0.22
madhya pradesh,datia,2000,199.0,142623.92245088037,0.23
madhya pradesh,datia,2001,52.57143,152826.6075400632,0.23
madhya pradesh,datia,2002,39.599998,144856.76138662823,0.23
madhya pradesh,datia,2004,65.0,166392.43950471698,0.23
madhya pradesh,datia,2005,53.666668,174775.328567217,0.23
madhya pradesh,datia,2007,95.285713,199720.87510613207,0.23
madhya pradesh,datia,2008,93.75,224971.10261792454,0.23
madhya pradesh,datia,2009,75.0,246297.10579599056,0.23
madhya pradesh,datia,2010,89.166664,259230.23037146227,0.23
madhya pradesh,datia,2011,46.666668,282371.0,0.23
madhya pradesh,datia,2012,64.85714,306853.0,0.23
madhya pradesh,datia,2013,83.87178,322598.0,0.23
madhya pradesh,datia,2014,106.88889,339247.0,0.23
madhya pradesh,datia,2015,86.0,370716.0,0.23
madhya pradesh,datia,2016,119.16666,419465.0,0.23
madhya pradesh,datia,2017,103.63636,441956.0,0.23
madhya pradesh,datia,2018,113.55556,482361.0,0.23
rajasthan,dausa,2000,333.85715,174261.4982756208,0.22
rajasthan,dausa,2001,556.0,194105.22164539358,0.22
rajasthan,dausa,2002,550.25,170786.6612538214,0.22
rajasthan,dausa,2004,545.63159,219623.783673409,0.22
rajasthan,dausa,2005,579.20001,234376.38095379015,0.22
rajasthan,dausa,2006,301.625,261962.91892931657,0.22
rajasthan,dausa,2007,213.69231,273897.97681369574,0.22
rajasthan,dausa,2008,780.66669,296931.6051077934,0.22
rajasthan,dausa,2009,524.42859,314236.5616057293,0.22
rajasthan,dausa,2010,193.375,361436.6835150852,0.22
rajasthan,dausa,2011,570.0,395331.0,0.22
rajasthan,dausa,2012,424.26666,409802.0,0.22
rajasthan,dausa,2013,577.0,434292.0,0.22
rajasthan,dausa,2014,330.5,465408.0,0.22
rajasthan,dausa,2015,410.79999,501922.0,0.22
rajasthan,dausa,2016,429.58334,529650.0,0.22
rajasthan,dausa,2017,698.5,557618.0,0.22
rajasthan,dausa,2018,388.85715,568102.0,0.22
karnataka,davangere,2001,133.55556,281266.3155456815,0.28
karnataka,davangere,2002,183.75,296352.99111225107,0.28
karnataka,davangere,2004,489.25714,332758.6518626028,0.28
karnataka,davangere,2006,406.0,405152.54746008705,0.28
karnataka,davangere,2009,142.46153,488554.19922593125,0.28
karnataka,davangere,2010,244.2,538791.629511369,0.28
karnataka,davangere,2011,185.0,554952.0,0.28
karnataka,davangere,2012,207.46666,593192.0,0.28
karnataka,davangere,2013,171.67857,646787.0,0.28
karnataka,davangere,2014,184.37038,671283.0,0.28
karnataka,davangere,2016,226.64311,851394.0,0.28
karnataka,davangere,2017,130.61905,915642.0,0.28
karnataka,davangere,2018,251.08182,974815.0,0.28
uttarakhand,dehradun,2000,15.625,30800.418529264123,0.28
uttarakhand,dehradun,2001,12.258333,32261.8594656789,0.28
uttarakhand,dehradun,2002,32.0,35282.66032922301,0.28
uttarakhand,dehradun,2003,33.5,38073.351564587894,0.28
uttarakhand,dehradun,2004,22.764706,43081.907939637524,0.28
uttarakhand,dehradun,2005,23.387501,49190.07507393645,0.28
uttarakhand,dehradun,2006,21.53125,55116.54356563282,0.28
uttarakhand,dehradun,2007,12.0,64750.43755213468,0.28
uttarakhand,dehradun,2008,8.6133337,71643.38818533404,0.28
uttarakhand,dehradun,2009,19.06875,83904.18063244104,0.28
uttarakhand,dehradun,2010,8.4142857,92718.49776294836,0.28
uttarakhand,dehradun,2011,12.826667,101960.0,0.28
uttarakhand,dehradun,2012,26.200001,109528.0,0.28
uttarakhand,dehradun,2013,11.416667,117778.0,0.28
uttarakhand,dehradun,2014,17.637501,125702.0,0.28
uttarakhand,dehradun,2015,7.6071429,136144.0,0.28
uttarakhand,dehradun,2016,14.84,150303.0,0.28
uttarakhand,dehradun,2018,34.804165,166519.0,0.28
jharkhand,deoghar,2000,158.66667,65731.49293120936,0.27
jharkhand,deoghar,2004,84.25,90933.94772758461,0.27
jharkhand,deoghar,2005,146.39999,86858.23663560263,0.27
jharkhand,deoghar,2006,130.8,88313.3580473321,0.27
jharkhand,deoghar,2008,121.33334,103644.40755018276,0.27
jharkhand,deoghar,2009,138.125,113915.95362850405,0.27
jharkhand,deoghar,2010,102.8,130487.88405254687,0.27
jharkhand,deoghar,2011,132.75,137383.0,0.27
jharkhand,deoghar,2012,160.39999,149526.0,0.27
jharkhand,deoghar,2013,146.0,150609.0,0.27
uttar pradesh,deoria,2000,96.199997,351083.83971582167,0.31
uttar pradesh,deoria,2001,36.333332,357470.77254969825,0.31
uttar pradesh,deoria,2002,46.875,369037.9006500751,0.31
uttar pradesh,deoria,2004,52.25,407921.1791392405,0.31
uttar pradesh,deoria,2018,36.159,949184.0,0.31
madhya pradesh,dewas,2000,142.0625,142623.92245088037,0.34
madhya pradesh,dewas,2001,123.40909,152826.6075400632,0.34
madhya pradesh,dewas,2002,152.94444,144856.76138662823,0.34
madhya pradesh,dewas,2004,164.30769,166392.43950471698,0.34
madhya pradesh,dewas,2005,161.0,174775.328567217,0.34
madhya pradesh,dewas,2006,124.0,190708.6450176887,0.34
madhya pradesh,dewas,2007,174.95535,199720.87510613207,0.34
madhya pradesh,dewas,2008,82.0,224971.10261792454,0.34
madhya pradesh,dewas,2009,143.63637,246297.10579599056,0.34
madhya pradesh,dewas,2010,157.0,259230.23037146227,0.34
madhya pradesh,dewas,2011,153.17392,282371.0,0.34
madhya pradesh,dewas,2012,136.5079,306853.0,0.34
madhya pradesh,dewas,2013,155.81541,322598.0,0.34
madhya pradesh,dewas,2014,176.57895,339247.0,0.34
madhya pradesh,dewas,2015,91.684212,370716.0,0.34
madhya pradesh,dewas,2016,108.3,419465.0,0.34
madhya pradesh,dewas,2017,110.0,441956.0,0.34
madhya pradesh,dewas,2018,121.78947,482361.0,0.34
tripura,dhalai,2014,24.65,24407.0,0.17
tripura,dhalai,2015,25.0,23745.0,0.17
tripura,dhalai,2016,17.5,27204.0,0.17
tripura,dhalai,2017,29.738611,29505.0,0.17
tripura,dhalai,2018,40.324375,32703.0,0.17
chhattisgarh,dhamtari,2001,36.75,69095.92750038933,0.3
chhattisgarh,dhamtari,2002,32.583332,67928.20822216057,0.3
chhattisgarh,dhamtari,2004,41.333332,85010.50532014725,0.3
chhattisgarh,dhamtari,2005,26.5,86399.03557352198,0.3
chhattisgarh,dhamtari,2006,29.200001,102835.45434201977,0.3
chhattisgarh,dhamtari,2007,34.8125,111148.14951274091,0.3
chhattisgarh,dhamtari,2008,37.1875,118439.98738179455,0.3
chhattisgarh,dhamtari,2009,24.0,121728.50355879591,0.3
chhattisgarh,dhamtari,2011,14.0,142273.0,0.3
chhattisgarh,dhamtari,2012,49.315788,148760.0,0.3
chhattisgarh,dhamtari,2013,71.375,163494.0,0.3
chhattisgarh,dhamtari,2014,43.128571,165354.0,0.3
chhattisgarh,dhamtari,2015,68.904549,168879.0,0.3
chhattisgarh,dhamtari,2016,52.140625,187541.0,0.3
chhattisgarh,dhamtari,2017,56.941936,194073.0,0.3
chhattisgarh,dhamtari,2018,101.075,209211.0,0.3
jharkhand,dhanbad,2000,144.8,65731.49293120936,0.34
jharkhand,dhanbad,2001,67.0,70260.19384688395,0.34
jharkhand,dhanbad,2004,119.2,90933.94772758461,0.34
jharkhand,dhanbad,2005,149.0,86858.23663560263,0.34
jharkhand,dhanbad,2006,113.8,88313.3580473321,0.34
jharkhand,dhanbad,2007,177.75,107985.77685043102,0.34
jharkhand,dhanbad,2008,168.5,103644.40755018276,0.34
jharkhand,dhanbad,2009,165.33333,113915.95362850405,0.34
jharkhand,dhanbad,2010,137.474,130487.88405254687,0.34
jharkhand,dhanbad,2011,124.788,137383.0,0.34
jharkhand,dhanbad,2012,172.0,149526.0,0.34
jharkhand,dhanbad,2013,131.2,150609.0,0.34
jharkhand,dhanbad,2018,95.985001,208701.0,0.34
madhya pradesh,dhar,2000,78.0,142623.92245088037,0.24
madhya pradesh,dhar,2001,156.16667,152826.6075400632,0.24
madhya pradesh,dhar,2002,134.30435,144856.76138662823,0.24
madhya pradesh,dhar,2004,141.95454,166392.43950471698,0.24
madhya pradesh,dhar,2005,57.0,174775.328567217,0.24
madhya pradesh,dhar,2006,111.26923,190708.6450176887,0.24
madhya pradesh,dhar,2007,130.28572,199720.87510613207,0.24
madhya pradesh,dhar,2008,135.61539,224971.10261792454,0.24
madhya pradesh,dhar,2009,114.04546,246297.10579599056,0.24
madhya pradesh,dhar,2010,121.10526,259230.23037146227,0.24
madhya pradesh,dhar,2011,91.227272,282371.0,0.24
madhya pradesh,dhar,2012,124.75,306853.0,0.24
madhya pradesh,dhar,2013,107.5,322598.0,0.24
madhya pradesh,dhar,2014,82.0,339247.0,0.24
madhya pradesh,dhar,2015,126.625,370716.0,0.24
madhya pradesh,dhar,2016,93.879997,419465.0,0.24
madhya pradesh,dhar,2017,107.15385,441956.0,0.24
madhya pradesh,dhar,2018,121.07558,482361.0,0.24
tamil nadu,dharmapuri,2000,275.41666,288498.3205747694,0.32
tamil nadu,dharmapuri,2001,236.23334,282908.6927283517,0.32
tamil nadu,dharmapuri,2002,177.5,284324.36644762417,0.32
tamil nadu,dharmapuri,2004,314.66666,337921.3167903381,0.32
tamil nadu,dharmapuri,2005,323.90909,386683.4090471607,0.32
