state,district,year,gwq,sdp
chhattisgarh,Korea,2008,23.421053,118439.98738179455
chhattisgarh,Korea,2009,29.6,121728.50355879591
chhattisgarh,Korea,2012,29.352942,148760.0
chhattisgarh,Korea,2013,37.25,163494.0
chhattisgarh,Korea,2014,55.527271,165354.0
chhattisgarh,Korea,2015,24.86875,168879.0
chhattisgarh,Korea,2016,34.400002,187541.0
chhattisgarh,Korea,2017,38.945587,194073.0
chhattisgarh,Korea,2018,46.969048,209211.0
rajasthan,Kota,2000,341.08334,174261.4982756208
rajasthan,Kota,2001,86.333336,194105.22164539358
rajasthan,Kota,2002,118.90909,170786.6612538214
rajasthan,Kota,2004,97.333336,219623.783673409
rajasthan,Kota,2005,88.699997,234376.38095379015
rajasthan,Kota,2006,150.33333,261962.91892931657
rajasthan,Kota,2007,226.55556,273897.97681369574
rajasthan,Kota,2008,136.16667,296931.6051077934
rajasthan,Kota,2009,75.8125,314236.5616057293
rajasthan,Kota,2010,190.5,361436.6835150852
rajasthan,Kota,2011,221.0,395331.0
rajasthan,Kota,2012,160.0,409802.0
rajasthan,Kota,2013,147.7,434292.0
rajasthan,Kota,2014,179.46153,465408.0
rajasthan,Kota,2015,98.928574,501922.0
rajasthan,Kota,2016,131.13333,529650.0
rajasthan,Kota,2017,196.5,557618.0
rajasthan,Kota,2018,91.888885,568102.0
kerala,Kottayam,2000,34.153332,147973.5597433169
kerala,Kottayam,2001,29.9,155366.47487904064
kerala,Kottayam,2002,50.207142,166734.581417683
kerala,Kottayam,2004,42.81739,194266.89820535283
kerala,Kottayam,2005,43.895123,214150.44230280077
kerala,Kottayam,2006,20.331112,231069.25430291382
kerala,Kottayam,2007,19.18718,251690.7367210242
kerala,Kottayam,2008,14.796552,267167.04617471667
kerala,Kottayam,2009,45.441666,291324.3285363027
kerala,Kottayam,2010,28.002222,309967.46877313964
kerala,Kottayam,2011,19.031818,328021.0
kerala,Kottayam,2012,19.85,348616.0
kerala,Kottayam,2013,13.617778,364707.0
kerala,Kottayam,2014,23.957693,382134.0
kerala,Kottayam,2015,24.246153,411150.0
kerala,Kottayam,2016,24.038462,443615.0
kerala,Kottayam,2017,31.874193,473182.0
kerala,Kottayam,2018,22.351999,510787.0
kerala,Kozhikode,2000,26.325001,147973.5597433169
kerala,Kozhikode,2001,33.153847,155366.47487904064
kerala,Kozhikode,2002,44.714287,166734.581417683
kerala,Kozhikode,2004,24.803703,194266.89820535283
kerala,Kozhikode,2005,22.049999,214150.44230280077
kerala,Kozhikode,2006,19.53871,231069.25430291382
kerala,Kozhikode,2007,20.634375,251690.7367210242
kerala,Kozhikode,2008,21.569231,267167.04617471667
kerala,Kozhikode,2009,19.88125,291324.3285363027
kerala,Kozhikode,2010,20.56842,309967.46877313964
kerala,Kozhikode,2011,27.405405,328021.0
kerala,Kozhikode,2012,21.513636,348616.0
kerala,Kozhikode,2013,16.33721,364707.0
kerala,Kozhikode,2014,27.176191,382134.0
kerala,Kozhikode,2015,32.369564,411150.0
kerala,Kozhikode,2016,41.604347,443615.0
kerala,Kozhikode,2017,32.022221,473182.0
kerala,Kozhikode,2018,52.592594,510787.0
andhra pradesh,Krishna,2004,778.5,215455.8737901584
andhra pradesh,Krishna,2005,692.90002,227457.98782588722
andhra pradesh,Krishna,2006,410.67999,251348.62002359648
andhra pradesh,Krishna,2007,595.21741,282693.98143604415
andhra pradesh,Krishna,2008,426.63635,289919.74396775843
andhra pradesh,Krishna,2009,496.72726,309550.5308999029
andhra pradesh,Krishna,2010,422.51999,330210.7804378922
andhra pradesh,Krishna,2011,433.45834,339996.0
andhra pradesh,Krishna,2012,378.41666,341335.0
andhra pradesh,Krishna,2013,463.04544,360239.0
andhra pradesh,Krishna,2014,414.95081,397064.0
andhra pradesh,Krishna,2015,452.85715,446997.0
andhra pradesh,Krishna,2016,458.30768,477566.0
andhra pradesh,Krishna,2017,428.39999,526626.0
andhra pradesh,Krishna,2018,467.01694,558862.0
tamil nadu,Krishnagiri,2000,272.5,288498.3205747694
tamil nadu,Krishnagiri,2001,260.86154,282908.6927283517
tamil nadu,Krishnagiri,2002,139.85715,284324.36644762417
tamil nadu,Krishnagiri,2004,286.57144,337921.3167903381
tamil nadu,Krishnagiri,2005,282.22223,386683.4090471607
tamil nadu,Krishnagiri,2006,322.0,447233.3527585457
tamil nadu,Krishnagiri,2007,220.42857,475248.4774441926
tamil nadu,Krishnagiri,2009,329.20001,552763.8529603527
tamil nadu,Krishnagiri,2010,350.79999,628152.0055419293
tamil nadu,Krishnagiri,2011,268.0,674478.0
tamil nadu,Krishnagiri,2012,310.0,709343.0
tamil nadu,Krishnagiri,2015,221.0,862437.0
tamil nadu,Krishnagiri,2016,286.68909,922084.0
tamil nadu,Krishnagiri,2017,344.10001,1000308.0
tamil nadu,Krishnagiri,2018,236.43608,1071602.0
jammu and kashmir,Kulgam,2012,36.0,67316.0
himachal pradesh,Kullu,2001,14.0,30834.347402586183
himachal pradesh,Kullu,2002,23.0,32336.465488850783
himachal pradesh,Kullu,2003,23.666666,34502.258723685896
himachal pradesh,Kullu,2005,20.333334,41021.14045059638
himachal pradesh,Kullu,2006,16.666666,44248.06314239435
himachal pradesh,Kullu,2007,20.333334,46998.9701663967
himachal pradesh,Kullu,2008,23.049999,49293.472654984536
himachal pradesh,Kullu,2009,13.033333,51967.717979678986
himachal pradesh,Kullu,2010,14.033333,56319.60653806508
himachal pradesh,Kullu,2011,22.666666,60536.0
himachal pradesh,Kullu,2012,40.333332,64519.0
himachal pradesh,Kullu,2018,64.0,99218.0
telangana,Kumuram Bheem Asifabad,2004,95.666664,161790.06689829516
telangana,Kumuram Bheem Asifabad,2005,60.0,187774.5444577278
telangana,Kumuram Bheem Asifabad,2006,102.75,208477.0974396334
telangana,Kumuram Bheem Asifabad,2007,275.5,229691.84931694498
telangana,Kumuram Bheem Asifabad,2008,50.75,260994.69248203633
telangana,Kumuram Bheem Asifabad,2009,90.0,261701.24352747787
telangana,Kumuram Bheem Asifabad,2010,151.5,307973.2512484278
telangana,Kumuram Bheem Asifabad,2011,102.66666,325139.0
telangana,Kumuram Bheem Asifabad,2012,63.75,334205.0
telangana,Kumuram Bheem Asifabad,2013,59.666668,349593.0
telangana,Kumuram Bheem Asifabad,2014,100.0,372897.0
telangana,Kumuram Bheem Asifabad,2015,179.0,416892.0
telangana,Kumuram Bheem Asifabad,2016,89.333336,455731.0
telangana,Kumuram Bheem Asifabad,2017,180.85715,498145.0
telangana,Kumuram Bheem Asifabad,2018,169.42857,544441.0
jammu and kashmir,Kupwara,2012,47.714287,67316.0
jammu and kashmir,Kupwara,2013,49.400002,70536.0
jammu and kashmir,Kupwara,2014,70.571426,67154.0
jammu and kashmir,Kupwara,2015,50.075001,80602.0
jammu and kashmir,Kupwara,2016,47.222221,82636.0
andhra pradesh,Kurnool,2004,260.58823,215455.8737901584
andhra pradesh,Kurnool,2005,285.26666,227457.98782588722
andhra pradesh,Kurnool,2006,346.33334,251348.62002359648
andhra pradesh,Kurnool,2007,476.20691,282693.98143604415
andhra pradesh,Kurnool,2008,472.19232,289919.74396775843
andhra pradesh,Kurnool,2009,392.26315,309550.5308999029
andhra pradesh,Kurnool,2010,263.83334,330210.7804378922
andhra pradesh,Kurnool,2011,329.60001,339996.0
andhra pradesh,Kurnool,2012,253.77272,341335.0
andhra pradesh,Kurnool,2013,337.47827,360239.0
andhra pradesh,Kurnool,2014,368.0,397064.0
andhra pradesh,Kurnool,2015,386.71875,446997.0
andhra pradesh,Kurnool,2016,440.75757,477566.0
andhra pradesh,Kurnool,2017,289.03333,526626.0
andhra pradesh,Kurnool,2018,397.63159,558862.0
haryana,Kurukshetra,2000,55.014286,108122.61080440917
haryana,Kurukshetra,2001,65.333336,116473.59577669726
haryana,Kurukshetra,2002,68.692307,123614.0477018113
haryana,Kurukshetra,2005,44.0,160804.87167161863
haryana,Kurukshetra,2007,61.0,193107.4745746674
haryana,Kurukshetra,2008,130.33333,207975.053310876
haryana,Kurukshetra,2009,43.0,233960.81678999262
haryana,Kurukshetra,2010,24.455555,249822.19019322115
haryana,Kurukshetra,2011,37.599998,271152.0
haryana,Kurukshetra,2012,21.228571,289756.0
haryana,Kurukshetra,2013,32.756248,314931.0
haryana,Kurukshetra,2014,63.087502,333359.0
haryana,Kurukshetra,2015,31.0,372700.0
haryana,Kurukshetra,2016,23.585186,412055.0
haryana,Kurukshetra,2017,23.15,434407.0
haryana,Kurukshetra,2018,41.714287,470328.0
uttar pradesh,Kushi Nagar,2000,54.299999,351083.83971582167
uttar pradesh,Kushi Nagar,2001,42.799999,357470.77254969825
uttar pradesh,Kushi Nagar,2002,22.0,369037.9006500751
uttar pradesh,Kushi Nagar,2004,82.5,407921.1791392405
uttar pradesh,Kushi Nagar,2018,53.174999,949184.0
assam,Lakhimpur,2014,34.530769,146425.0
assam,Lakhimpur,2015,27.4,167629.0
assam,Lakhimpur,2016,40.585697,179632.0
assam,Lakhimpur,2017,40.178333,195262.0
assam,Lakhimpur,2018,33.516365,204627.0
bihar,Lakhisarai,2000,156.0,110615.1637047949
bihar,Lakhisarai,2005,42.5,120702.7141776237
bihar,Lakhisarai,2009,65.033333,179835.9122150076
bihar,Lakhisarai,2010,83.199997,207295.21074574778
bihar,Lakhisarai,2011,83.199997,228497.0
bihar,Lakhisarai,2012,101.25,236933.0
bihar,Lakhisarai,2013,40.0,246915.0
bihar,Lakhisarai,2016,109.49778,289265.0
uttar pradesh,Lalitpur,2000,28.0,351083.83971582167
uttar pradesh,Lalitpur,2001,35.400002,357470.77254969825
uttar pradesh,Lalitpur,2002,60.333332,369037.9006500751
uttar pradesh,Lalitpur,2004,40.5,407921.1791392405
uttar pradesh,Lalitpur,2016,48.400002,888453.0
uttar pradesh,Lalitpur,2018,115.46571,949184.0
jharkhand,Latehar,2001,107.0,70260.19384688395
jharkhand,Latehar,2004,134.66667,90933.94772758461
jharkhand,Latehar,2006,110.0,88313.3580473321
jharkhand,Latehar,2007,118.9,107985.77685043102
jharkhand,Latehar,2008,128.14285,103644.40755018276
jharkhand,Latehar,2009,74.666664,113915.95362850405
jharkhand,Latehar,2010,96.400002,130487.88405254687
jharkhand,Latehar,2011,115.66666,137383.0
jharkhand,Latehar,2012,155.83333,149526.0
maharashtra,Latur,2000,159.25,462182.04589375335
maharashtra,Latur,2001,101.5,478508.99779191246
maharashtra,Latur,2002,109.94118,511507.57436596503
maharashtra,Latur,2004,148.375,599028.1154943785
maharashtra,Latur,2005,143.0,685815.41856348
maharashtra,Latur,2006,141.33333,780279.5182740722
maharashtra,Latur,2007,102.64286,871096.2491881064
maharashtra,Latur,2008,141.1125,884779.143581586
maharashtra,Latur,2009,108.0,970264.8556553777
maharashtra,Latur,2013,190.0625,1267551.0
maharashtra,Latur,2014,119.15334,1345341.0
maharashtra,Latur,2015,159.5,1452513.0
maharashtra,Latur,2016,182.72728,1596121.0
maharashtra,Latur,2017,120.65051,1661065.0
maharashtra,Latur,2018,103.53369,1728578.0
jharkhand,Lohardaga,2001,41.0,70260.19384688395
jharkhand,Lohardaga,2004,138.0,90933.94772758461
jharkhand,Lohardaga,2006,104.0,88313.3580473321
jharkhand,Lohardaga,2007,114.73334,107985.77685043102
jharkhand,Lohardaga,2008,27.0,103644.40755018276
jharkhand,Lohardaga,2009,78.0,113915.95362850405
jharkhand,Lohardaga,2010,58.775002,130487.88405254687
jharkhand,Lohardaga,2011,59.525002,137383.0
jharkhand,Lohardaga,2012,84.0,149526.0
jharkhand,Lohardaga,2013,119.25,150609.0
arunachal pradesh,Lohit,2015,27.99,12889.0
arunachal pradesh,Lohit,2016,11.042675,13396.0
arunachal pradesh,Lohit,2018,17.725,14897.0
arunachal pradesh,Lower Subansiri,2016,29.9907,13396.0
uttar pradesh,Lucknow,2000,19.0,351083.83971582167
uttar pradesh,Lucknow,2001,13.166667,357470.77254969825
uttar pradesh,Lucknow,2002,61.587502,369037.9006500751
uttar pradesh,Lucknow,2003,31.0,388468.56955313624
uttar pradesh,Lucknow,2004,22.677778,407921.1791392405
uttar pradesh,Lucknow,2016,25.871429,888453.0
uttar pradesh,Lucknow,2018,28.950832,949184.0
punjab,Ludhiana,2000,65.666664,130870.00549422811
punjab,Ludhiana,2001,89.428574,132574.969948761
punjab,Ludhiana,2004,62.0,150374.55025659368
punjab,Ludhiana,2005,41.0,157747.6323300751
punjab,Ludhiana,2006,47.0,174760.55643236218
punjab,Ludhiana,2007,41.222221,189894.4098783096
punjab,Ludhiana,2008,76.300003,200421.39678947636
punjab,Ludhiana,2009,22.6,213223.87539693547
punjab,Ludhiana,2010,34.299999,226995.577251856
punjab,Ludhiana,2011,17.975,239227.0
punjab,Ludhiana,2012,111.16666,251813.0
punjab,Ludhiana,2013,61.0,267515.0
punjab,Ludhiana,2014,80.358826,278485.0
punjab,Ludhiana,2015,115.8,294895.0
punjab,Ludhiana,2016,66.847618,315783.0
punjab,Ludhiana,2017,76.444443,335057.0
punjab,Ludhiana,2018,46.57143,353942.0
bihar,Madhepura,2005,16.0,120702.7141776237
bihar,Madhepura,2007,50.833332,148922.3697701531
bihar,Madhepura,2008,44.333332,171625.46728329768
bihar,Madhepura,2009,78.0,179835.9122150076
bihar,Madhepura,2011,40.599998,228497.0
bihar,Madhepura,2012,71.0,236933.0
bihar,Madhepura,2013,64.98333,246915.0
bihar,Madhepura,2016,55.216286,289265.0
bihar,Madhubani,2001,39.025002,104271.73783034184
bihar,Madhubani,2004,163.5,123786.48249318643
bihar,Madhubani,2005,28.0,120702.7141776237
bihar,Madhubani,2006,169.33333,141592.2454273824
bihar,Madhubani,2007,98.0,148922.3697701531
bihar,Madhubani,2008,88.330002,171625.46728329768
bihar,Madhubani,2009,179.0,179835.9122150076
bihar,Madhubani,2010,108.0,207295.21074574778
bihar,Madhubani,2011,107.056,228497.0
bihar,Madhubani,2012,82.03714,236933.0
bihar,Madhubani,2013,64.190002,246915.0
bihar,Madhubani,2016,17.719999,289265.0
tamil nadu,Madurai,2000,397.75,288498.3205747694
tamil nadu,Madurai,2001,491.84616,282908.6927283517
tamil nadu,Madurai,2002,368.5,284324.36644762417
tamil nadu,Madurai,2004,220.60001,337921.3167903381
tamil nadu,Madurai,2005,400.0,386683.4090471607
tamil nadu,Madurai,2006,276.5,447233.3527585457
tamil nadu,Madurai,2007,334.25,475248.4774441926
tamil nadu,Madurai,2009,475.0,552763.8529603527
tamil nadu,Madurai,2010,280.0,628152.0055419293
tamil nadu,Madurai,2011,247.2,674478.0
tamil nadu,Madurai,2012,167.2,709343.0
tamil nadu,Madurai,2013,162.0,750416.0
tamil nadu,Madurai,2014,319.71429,791915.0
tamil nadu,Madurai,2015,386.42856,862437.0
tamil nadu,Madurai,2016,287.51932,922084.0
tamil nadu,Madurai,2017,314.64273,1000308.0
tamil nadu,Madurai,2018,244.26738,1071602.0
telangana,Mahabubabad,2004,329.66666,161790.06689829516
telangana,Mahabubabad,2005,406.33334,187774.5444577278
telangana,Mahabubabad,2006,216.66667,208477.0974396334
telangana,Mahabubabad,2007,148.33333,229691.84931694498
telangana,Mahabubabad,2008,119.33334,260994.69248203633
telangana,Mahabubabad,2009,159.66667,261701.24352747787
telangana,Mahabubabad,2010,217.33333,307973.2512484278
telangana,Mahabubabad,2011,164.0,325139.0
telangana,Mahabubabad,2012,193.66667,334205.0
telangana,Mahabubabad,2013,334.60001,349593.0
telangana,Mahabubabad,2014,243.2,372897.0
telangana,Mahabubabad,2015,244.5,416892.0
telangana,Mahabubabad,2016,223.83333,455731.0
telangana,Mahabubabad,2017,238.0,498145.0
telangana,Mahabubabad,2018,285.66666,544441.0
telangana,Mahabubnagar,2004,179.0,161790.06689829516
telangana,Mahabubnagar,2005,92.0,187774.5444577278
telangana,Mahabubnagar,2006,207.66667,208477.0974396334
telangana,Mahabubnagar,2007,371.0,229691.84931694498
telangana,Mahabubnagar,2008,388.66666,260994.69248203633
telangana,Mahabubnagar,2010,518.0,307973.2512484278
telangana,Mahabubnagar,2011,319.0,325139.0
telangana,Mahabubnagar,2012,321.33334,334205.0
telangana,Mahabubnagar,2013,338.0,349593.0
telangana,Mahabubnagar,2014,553.0,372897.0
telangana,Mahabubnagar,2015,397.0,416892.0
telangana,Mahabubnagar,2016,458.25,455731.0
telangana,Mahabubnagar,2017,673.5,498145.0
telangana,Mahabubnagar,2018,549.5,544441.0
uttar pradesh,Maharajganj,2000,93.0,351083.83971582167
uttar pradesh,Maharajganj,2001,33.200001,357470.77254969825
uttar pradesh,Maharajganj,2002,41.285713,369037.9006500751
uttar pradesh,Maharajganj,2004,31.0,407921.1791392405
uttar pradesh,Maharajganj,2016,53.0,888453.0
uttar pradesh,Maharajganj,2018,29.541668,949184.0
chhattisgarh,Mahasamund,2001,46.536842,69095.92750038933
chhattisgarh,Mahasamund,2002,46.176472,67928.20822216057
chhattisgarh,Mahasamund,2004,49.736843,85010.50532014725
chhattisgarh,Mahasamund,2005,47.058823,86399.03557352198
chhattisgarh,Mahasamund,2006,45.117645,102835.45434201977
chhattisgarh,Mahasamund,2007,53.210526,111148.14951274091
chhattisgarh,Mahasamund,2008,56.25,118439.98738179455
chhattisgarh,Mahasamund,2009,38.200001,121728.50355879591
chhattisgarh,Mahasamund,2012,93.470589,148760.0
chhattisgarh,Mahasamund,2013,79.823532,163494.0
chhattisgarh,Mahasamund,2014,73.952942,165354.0
chhattisgarh,Mahasamund,2015,41.177273,168879.0
chhattisgarh,Mahasamund,2016,70.212967,187541.0
chhattisgarh,Mahasamund,2017,54.402,194073.0
chhattisgarh,Mahasamund,2018,57.099998,209211.0
haryana,Mahendragarh,2000,1230.1111,108122.61080440917
haryana,Mahendragarh,2001,157.0,116473.59577669726
haryana,Mahendragarh,2002,451.88889,123614.0477018113
haryana,Mahendragarh,2004,138.14285,147481.865369694
haryana,Mahendragarh,2005,171.0,160804.87167161863
haryana,Mahendragarh,2006,664.66669,179088.29885884066
haryana,Mahendragarh,2007,417.60001,193107.4745746674
haryana,Mahendragarh,2008,494.25,207975.053310876
haryana,Mahendragarh,2009,376.0,233960.81678999262
haryana,Mahendragarh,2010,264.33334,249822.19019322115
haryana,Mahendragarh,2011,340.79999,271152.0
haryana,Mahendragarh,2012,606.25,289756.0
haryana,Mahendragarh,2013,797.33331,314931.0
haryana,Mahendragarh,2014,435.0,333359.0
haryana,Mahendragarh,2015,298.71249,372700.0
haryana,Mahendragarh,2016,423.66666,412055.0
haryana,Mahendragarh,2017,447.0,434407.0
haryana,Mahendragarh,2018,524.625,470328.0
gujarat,Mahesana,2000,286.29999,187486.06471907918
gujarat,Mahesana,2001,475.75,202722.52060396783
gujarat,Mahesana,2002,297.84616,220397.15650232672
gujarat,Mahesana,2005,367.20001,311996.4362722108
gujarat,Mahesana,2006,391.23077,338383.36050177214
gujarat,Mahesana,2007,367.23077,378395.5156254638
gujarat,Mahesana,2008,304.0,394570.23835956375
gujarat,Mahesana,2009,329.0,450323.76586738543
gujarat,Mahesana,2010,378.53845,499605.5063968227
gujarat,Mahesana,2011,538.07141,532809.0
gujarat,Mahesana,2012,529.5,596659.0
gujarat,Mahesana,2013,609.27271,641489.0
gujarat,Mahesana,2014,498.85715,705629.0
gujarat,Mahesana,2015,374.93332,774775.0
gujarat,Mahesana,2016,445.41177,843930.0
gujarat,Mahesana,2017,295.76923,946511.0
gujarat,Mahesana,2018,291.57144,1034399.0
uttar pradesh,Mahoba,2000,403.60001,351083.83971582167
uttar pradesh,Mahoba,2002,163.33333,369037.9006500751
uttar pradesh,Mahoba,2004,115.42857,407921.1791392405
uttar pradesh,Mahoba,2016,79.805,888453.0
uttar pradesh,Mahoba,2018,125.25667,949184.0
uttar pradesh,Mainpuri,2000,42.5,351083.83971582167
uttar pradesh,Mainpuri,2002,24.75,369037.9006500751
uttar pradesh,Mainpuri,2016,35.5,888453.0
uttar pradesh,Mainpuri,2018,49.643997,949184.0
kerala,Malappuram,2000,54.772728,147973.5597433169
kerala,Malappuram,2001,57.391304,155366.47487904064
kerala,Malappuram,2002,60.819046,166734.581417683
kerala,Malappuram,2004,44.889656,194266.89820535283
kerala,Malappuram,2005,43.72963,214150.44230280077
kerala,Malappuram,2006,38.532692,231069.25430291382
kerala,Malappuram,2007,33.765453,251690.7367210242
kerala,Malappuram,2008,34.457893,267167.04617471667
kerala,Malappuram,2009,50.856667,291324.3285363027
kerala,Malappuram,2010,43.072132,309967.46877313964
kerala,Malappuram,2011,29.722807,328021.0
kerala,Malappuram,2012,41.674999,348616.0
kerala,Malappuram,2013,41.285938,364707.0
kerala,Malappuram,2014,62.93,382134.0
kerala,Malappuram,2015,52.083332,411150.0
kerala,Malappuram,2016,69.042427,443615.0
kerala,Malappuram,2017,63.232433,473182.0
kerala,Malappuram,2018,47.460526,510787.0
west bengal,Maldah,2000,74.777779,247972.31111561856
west bengal,Maldah,2001,78.777779,265880.32837131777
west bengal,Maldah,2002,52.142857,275199.53359278664
west bengal,Maldah,2004,46.483871,310686.6999675226
west bengal,Maldah,2005,77.199997,330248.80030542583
west bengal,Maldah,2006,64.037041,356170.8313006164
west bengal,Maldah,2007,76.068962,383881.49060919316
west bengal,Maldah,2009,68.85714,430366.20743387047
west bengal,Maldah,2010,71.5,456461.5424521131
west bengal,Maldah,2012,237.83333,492901.0
west bengal,Maldah,2013,158.2,503952.0
west bengal,Maldah,2016,98.033333,584911.0
west bengal,Maldah,2017,95.393936,623787.0
west bengal,Maldah,2018,116.43672,659288.0
odisha,Malkangiri,2000,87.333336,98181.20095221567
odisha,Malkangiri,2002,80.152496,103409.86331502158
odisha,Malkangiri,2004,70.60833,133986.11438993324
odisha,Malkangiri,2008,56.895,183688.70172154246
odisha,Malkangiri,2009,66.5,185166.77232022234
odisha,Malkangiri,2012,96.293747,216301.0
odisha,Malkangiri,2013,101.92308,233122.0
odisha,Malkangiri,2014,84.371666,235931.0
odisha,Malkangiri,2015,98.625,253192.0
odisha,Malkangiri,2016,64.926666,293348.0
odisha,Malkangiri,2017,66.470589,316192.0
odisha,Malkangiri,2018,66.473686,338339.0
telangana,Mancherial,2004,118.0,161790.06689829516
telangana,Mancherial,2005,122.66666,187774.5444577278
telangana,Mancherial,2006,224.25,208477.0974396334
telangana,Mancherial,2007,164.11111,229691.84931694498
telangana,Mancherial,2008,125.71429,260994.69248203633
telangana,Mancherial,2009,138.25,261701.24352747787
telangana,Mancherial,2010,173.75,307973.2512484278
telangana,Mancherial,2011,272.28571,325139.0
telangana,Mancherial,2012,134.0,334205.0
telangana,Mancherial,2013,159.875,349593.0
telangana,Mancherial,2014,159.125,372897.0
telangana,Mancherial,2015,136.5,416892.0
telangana,Mancherial,2016,79.571426,455731.0
telangana,Mancherial,2017,130.2,498145.0
telangana,Mancherial,2018,129.0,544441.0
himachal pradesh,Mandi,2002,42.111111,32336.465488850783
himachal pradesh,Mandi,2003,49.666668,34502.258723685896
himachal pradesh,Mandi,2004,45.111111,37776.38945663378
himachal pradesh,Mandi,2005,30.111111,41021.14045059638
himachal pradesh,Mandi,2006,45.666668,44248.06314239435
himachal pradesh,Mandi,2007,63.0,46998.9701663967
himachal pradesh,Mandi,2008,54.444443,49293.472654984536
himachal pradesh,Mandi,2009,32.033333,51967.717979678986
himachal pradesh,Mandi,2010,27.0,56319.60653806508
himachal pradesh,Mandi,2011,47.888889,60536.0
himachal pradesh,Mandi,2012,63.25,64519.0
himachal pradesh,Mandi,2014,80.0,74553.0
himachal pradesh,Mandi,2015,47.0,80563.0
himachal pradesh,Mandi,2018,83.333336,99218.0
madhya pradesh,Mandla,2001,49.391304,152826.6075400632
madhya pradesh,Mandla,2002,42.684212,144856.76138662823
madhya pradesh,Mandla,2004,55.5,166392.43950471698
madhya pradesh,Mandla,2005,68.772728,174775.328567217
madhya pradesh,Mandla,2007,69.629631,199720.87510613207
madhya pradesh,Mandla,2008,74.0,224971.10261792454
madhya pradesh,Mandla,2009,49.52174,246297.10579599056
madhya pradesh,Mandla,2010,42.565216,259230.23037146227
madhya pradesh,Mandla,2011,100.45834,282371.0
madhya pradesh,Mandla,2012,53.666668,306853.0
madhya pradesh,Mandla,2013,73.247307,322598.0
madhya pradesh,Mandla,2014,95.354836,339247.0
madhya pradesh,Mandla,2015,51.107143,370716.0
madhya pradesh,Mandla,2016,64.935486,419465.0
madhya pradesh,Mandla,2017,39.709679,441956.0
madhya pradesh,Mandla,2018,56.596783,482361.0
madhya pradesh,Mandsaur,2000,67.800003,142623.92245088037
madhya pradesh,Mandsaur,2001,226.72728,152826.6075400632
madhya pradesh,Mandsaur,2002,70.875,144856.76138662823
madhya pradesh,Mandsaur,2004,193.38889,166392.43950471698
madhya pradesh,Mandsaur,2005,187.05,174775.328567217
madhya pradesh,Mandsaur,2007,191.31035,199720.87510613207
madhya pradesh,Mandsaur,2008,258.28571,224971.10261792454
madhya pradesh,Mandsaur,2009,191.27777,246297.10579599056
madhya pradesh,Mandsaur,2010,141.42857,259230.23037146227
madhya pradesh,Mandsaur,2011,153.375,282371.0
madhya pradesh,Mandsaur,2012,166.5627,306853.0
madhya pradesh,Mandsaur,2013,171.69231,322598.0
madhya pradesh,Mandsaur,2014,162.18182,339247.0
madhya pradesh,Mandsaur,2015,172.22728,370716.0
madhya pradesh,Mandsaur,2016,231.40909,419465.0
madhya pradesh,Mandsaur,2017,130.57143,441956.0
madhya pradesh,Mandsaur,2018,180.42857,482361.0
karnataka,Mandya,2001,198.5,281266.3155456815
karnataka,Mandya,2002,197.22223,296352.99111225107
karnataka,Mandya,2004,168.91304,332758.6518626028
karnataka,Mandya,2006,241.19048,405152.54746008705
karnataka,Mandya,2010,217.82608,538791.629511369
karnataka,Mandya,2012,132.71428,593192.0
karnataka,Mandya,2013,142.75555,646787.0
karnataka,Mandya,2014,161.78947,671283.0
karnataka,Mandya,2016,154.09787,851394.0
karnataka,Mandya,2017,132.11111,915642.0
karnataka,Mandya,2018,145.71111,974815.0
punjab,Mansa,2000,250.4375,130870.00549422811
punjab,Mansa,2001,270.0,132574.969948761
punjab,Mansa,2002,208.75,134833.06381928446
punjab,Mansa,2004,190.4375,150374.55025659368
punjab,Mansa,2005,220.0,157747.6323300751
punjab,Mansa,2006,154.91251,174760.55643236218
punjab,Mansa,2007,225.52942,189894.4098783096
punjab,Mansa,2008,261.3125,200421.39678947636
punjab,Mansa,2009,161.78334,213223.87539693547
punjab,Mansa,2010,266.29999,226995.577251856
punjab,Mansa,2011,254.2,239227.0
punjab,Mansa,2012,233.0,251813.0
punjab,Mansa,2013,175.11111,267515.0
punjab,Mansa,2014,230.72728,278485.0
punjab,Mansa,2015,145.0,294895.0
punjab,Mansa,2016,222.22223,315783.0
punjab,Mansa,2017,158.72728,335057.0
punjab,Mansa,2018,253.27272,353942.0
assam,Marigaon,2014,41.599998,146425.0
assam,Marigaon,2015,68.0,167629.0
assam,Marigaon,2016,60.946865,179632.0
assam,Marigaon,2017,38.997501,195262.0
assam,Marigaon,2018,54.947502,204627.0
uttar pradesh,Mathura,2000,915.22223,351083.83971582167
uttar pradesh,Mathura,2002,357.0,369037.9006500751
uttar pradesh,Mathura,2004,343.20001,407921.1791392405
uttar pradesh,Mathura,2016,754.78857,888453.0
uttar pradesh,Mathura,2018,988.54858,949184.0
uttar pradesh,Mau,2001,94.333336,357470.77254969825
uttar pradesh,Mau,2002,33.0,369037.9006500751
uttar pradesh,Mau,2004,67.262497,407921.1791392405
uttar pradesh,Mau,2016,43.5,888453.0
uttar pradesh,Mau,2018,55.025002,949184.0
odisha,Mayurbhanj,2000,55.589363,98181.20095221567
odisha,Mayurbhanj,2002,57.243176,103409.86331502158
odisha,Mayurbhanj,2004,50.869999,133986.11438993324
odisha,Mayurbhanj,2008,61.223331,183688.70172154246
