state,district,year,gwq,sdp
west bengal,24 Paraganas North,2000,78.411766,247972.31111561856
west bengal,24 Paraganas North,2002,98.555557,275199.53359278664
west bengal,24 Paraganas North,2004,71.666664,310686.6999675226
west bengal,24 Paraganas North,2005,54.861111,330248.80030542583
west bengal,24 Paraganas North,2007,134.625,383881.49060919316
west bengal,24 Paraganas North,2008,60.0,399354.5969692363
west bengal,24 Paraganas North,2016,100.2,584911.0
west bengal,24 Paraganas North,2017,78.07692,623787.0
west bengal,24 Paraganas North,2018,75.126717,659288.0
west bengal,24 Paraganas South,2000,189.64516,247972.31111561856
west bengal,24 Paraganas South,2001,169.94737,265880.32837131777
west bengal,24 Paraganas South,2002,226.64706,275199.53359278664
west bengal,24 Paraganas South,2004,286.90909,310686.6999675226
west bengal,24 Paraganas South,2005,213.74286,330248.80030542583
west bengal,24 Paraganas South,2007,193.5,383881.49060919316
west bengal,24 Paraganas South,2009,257.65714,430366.20743387047
west bengal,24 Paraganas South,2010,296.625,456461.5424521131
west bengal,24 Paraganas South,2011,352.92001,473205.0
west bengal,24 Paraganas South,2012,263.30768,492901.0
west bengal,24 Paraganas South,2013,177.96364,503952.0
west bengal,24 Paraganas South,2016,255.11429,584911.0
west bengal,24 Paraganas South,2017,276.57407,623787.0
west bengal,24 Paraganas South,2018,293.66,659288.0
telangana,Adilabad,2004,65.5,161790.06689829516
telangana,Adilabad,2005,68.25,187774.5444577278
telangana,Adilabad,2006,76.727272,208477.0974396334
telangana,Adilabad,2007,80.5,229691.84931694498
telangana,Adilabad,2008,164.58333,260994.69248203633
telangana,Adilabad,2009,145.25,261701.24352747787
telangana,Adilabad,2010,118.36364,307973.2512484278
telangana,Adilabad,2011,141.72728,325139.0
telangana,Adilabad,2012,55.666668,334205.0
telangana,Adilabad,2013,96.63636,349593.0
telangana,Adilabad,2014,102.72727,372897.0
telangana,Adilabad,2015,124.66666,416892.0
telangana,Adilabad,2016,145.375,455731.0
telangana,Adilabad,2017,134.16667,498145.0
telangana,Adilabad,2018,78.0,544441.0
uttar pradesh,Agra,2000,799.5,351083.83971582167
uttar pradesh,Agra,2002,263.25,369037.9006500751
uttar pradesh,Agra,2004,598.40002,407921.1791392405
uttar pradesh,Agra,2005,297.0,431731.25103797467
uttar pradesh,Agra,2016,202.93871,888453.0
uttar pradesh,Agra,2018,220.233,949184.0
gujarat,Ahmadabad,2000,784.0,187486.06471907918
gujarat,Ahmadabad,2001,868.09998,202722.52060396783
gujarat,Ahmadabad,2002,1258.3077,220397.15650232672
gujarat,Ahmadabad,2004,1417.1,272449.2629108957
gujarat,Ahmadabad,2005,732.66669,311996.4362722108
gujarat,Ahmadabad,2006,578.08331,338383.36050177214
gujarat,Ahmadabad,2007,1115.5,378395.5156254638
gujarat,Ahmadabad,2008,1135.3,394570.23835956375
gujarat,Ahmadabad,2009,1090.7,450323.76586738543
gujarat,Ahmadabad,2010,1359.4546,499605.5063968227
gujarat,Ahmadabad,2011,1004.5333,532809.0
gujarat,Ahmadabad,2012,1095.8889,596659.0
gujarat,Ahmadabad,2013,985.83331,641489.0
gujarat,Ahmadabad,2014,1050.9091,705629.0
gujarat,Ahmadabad,2015,967.90002,774775.0
gujarat,Ahmadabad,2016,587.40002,843930.0
gujarat,Ahmadabad,2017,1041.7,946511.0
gujarat,Ahmadabad,2018,465.375,1034399.0
maharashtra,Ahmednagar,2000,171.44827,462182.04589375335
maharashtra,Ahmednagar,2001,188.39999,478508.99779191246
maharashtra,Ahmednagar,2002,173.89999,511507.57436596503
maharashtra,Ahmednagar,2004,163.70589,599028.1154943785
maharashtra,Ahmednagar,2005,228.27777,685815.41856348
maharashtra,Ahmednagar,2006,186.42693,780279.5182740722
maharashtra,Ahmednagar,2007,218.72707,871096.2491881064
maharashtra,Ahmednagar,2008,233.78659,884779.143581586
maharashtra,Ahmednagar,2009,214.52499,970264.8556553777
maharashtra,Ahmednagar,2012,185.47826,1189711.0
maharashtra,Ahmednagar,2013,248.16667,1267551.0
maharashtra,Ahmednagar,2014,179.86667,1345341.0
maharashtra,Ahmednagar,2015,140.47368,1452513.0
maharashtra,Ahmednagar,2016,127.46667,1596121.0
maharashtra,Ahmednagar,2017,134.20111,1661065.0
maharashtra,Ahmednagar,2018,136.76103,1728578.0
rajasthan,Ajmer,2000,896.89288,174261.4982756208
rajasthan,Ajmer,2001,626.48389,194105.22164539358
rajasthan,Ajmer,2002,698.40912,170786.6612538214
rajasthan,Ajmer,2004,502.17242,219623.783673409
rajasthan,Ajmer,2005,246.81818,234376.38095379015
rajasthan,Ajmer,2006,325.66666,261962.91892931657
rajasthan,Ajmer,2007,946.81818,273897.97681369574
rajasthan,Ajmer,2008,508.0625,296931.6051077934
rajasthan,Ajmer,2009,664.34485,314236.5616057293
rajasthan,Ajmer,2010,375.45456,361436.6835150852
rajasthan,Ajmer,2011,668.5,395331.0
rajasthan,Ajmer,2012,604.88464,409802.0
rajasthan,Ajmer,2013,802.0,434292.0
rajasthan,Ajmer,2014,407.4762,465408.0
rajasthan,Ajmer,2015,689.44446,501922.0
rajasthan,Ajmer,2016,703.0,529650.0
rajasthan,Ajmer,2017,674.5,557618.0
rajasthan,Ajmer,2018,669.94739,568102.0
maharashtra,Akola,2000,403.59091,462182.04589375335
maharashtra,Akola,2001,264.85715,478508.99779191246
maharashtra,Akola,2002,152.0,511507.57436596503
maharashtra,Akola,2004,169.3158,599028.1154943785
maharashtra,Akola,2005,318.36365,685815.41856348
maharashtra,Akola,2006,200.69231,780279.5182740722
maharashtra,Akola,2007,371.01233,871096.2491881064
maharashtra,Akola,2008,238.95938,884779.143581586
maharashtra,Akola,2009,162.61539,970264.8556553777
maharashtra,Akola,2013,205.61539,1267551.0
maharashtra,Akola,2014,196.1579,1345341.0
maharashtra,Akola,2015,129.92857,1452513.0
maharashtra,Akola,2016,104.42857,1596121.0
maharashtra,Akola,2017,120.88449,1661065.0
maharashtra,Akola,2018,158.04053,1728578.0
kerala,Alappuzha,2000,41.060001,147973.5597433169
kerala,Alappuzha,2001,58.163158,155366.47487904064
kerala,Alappuzha,2002,42.055557,166734.581417683
kerala,Alappuzha,2004,51.48,194266.89820535283
kerala,Alappuzha,2005,40.433334,214150.44230280077
kerala,Alappuzha,2006,33.299999,231069.25430291382
kerala,Alappuzha,2007,35.278126,251690.7367210242
kerala,Alappuzha,2008,31.505882,267167.04617471667
kerala,Alappuzha,2009,40.791668,291324.3285363027
kerala,Alappuzha,2010,44.443245,309967.46877313964
kerala,Alappuzha,2011,32.094116,328021.0
kerala,Alappuzha,2012,54.7425,348616.0
kerala,Alappuzha,2013,44.029999,364707.0
kerala,Alappuzha,2014,24.086206,382134.0
kerala,Alappuzha,2015,26.492592,411150.0
kerala,Alappuzha,2016,29.068966,443615.0
kerala,Alappuzha,2017,41.299999,473182.0
kerala,Alappuzha,2018,41.353657,510787.0
uttar pradesh,Aligarh,2000,230.5,351083.83971582167
uttar pradesh,Aligarh,2002,133.28572,369037.9006500751
uttar pradesh,Aligarh,2004,663.59998,407921.1791392405
uttar pradesh,Aligarh,2005,253.0,431731.25103797467
uttar pradesh,Aligarh,2016,135.88667,888453.0
uttar pradesh,Aligarh,2018,219.78999,949184.0
west bengal,Alipurduar,2000,41.75,247972.31111561856
west bengal,Alipurduar,2001,21.6,265880.32837131777
west bengal,Alipurduar,2002,25.200001,275199.53359278664
west bengal,Alipurduar,2004,43.833332,310686.6999675226
west bengal,Alipurduar,2005,30.5,330248.80030542583
west bengal,Alipurduar,2006,32.0,356170.8313006164
west bengal,Alipurduar,2008,27.525,399354.5969692363
west bengal,Alipurduar,2009,27.299999,430366.20743387047
west bengal,Alipurduar,2011,32.0,473205.0
west bengal,Alipurduar,2012,20.666666,492901.0
west bengal,Alipurduar,2013,55.333332,503952.0
west bengal,Alipurduar,2016,55.888889,584911.0
west bengal,Alipurduar,2017,30.0,623787.0
west bengal,Alipurduar,2018,39.993752,659288.0
madhya pradesh,Alirajpur,2000,197.0,142623.92245088037
madhya pradesh,Alirajpur,2001,253.71428,152826.6075400632
madhya pradesh,Alirajpur,2002,157.66667,144856.76138662823
madhya pradesh,Alirajpur,2004,133.14285,166392.43950471698
madhya pradesh,Alirajpur,2006,191.44444,190708.6450176887
madhya pradesh,Alirajpur,2007,205.72728,199720.87510613207
madhya pradesh,Alirajpur,2008,80.333336,224971.10261792454
madhya pradesh,Alirajpur,2009,138.0,246297.10579599056
madhya pradesh,Alirajpur,2010,113.11111,259230.23037146227
madhya pradesh,Alirajpur,2011,81.166664,282371.0
madhya pradesh,Alirajpur,2012,134.66667,306853.0
madhya pradesh,Alirajpur,2013,201.25,322598.0
madhya pradesh,Alirajpur,2014,137.27272,339247.0
madhya pradesh,Alirajpur,2015,81.0,370716.0
madhya pradesh,Alirajpur,2016,154.7,419465.0
madhya pradesh,Alirajpur,2017,145.41667,441956.0
madhya pradesh,Alirajpur,2018,108.2,482361.0
uttarakhand,Almora,2008,14.0,71643.38818533404
uttarakhand,Almora,2009,28.0,83904.18063244104
uttarakhand,Almora,2012,14.0,109528.0
uttarakhand,Almora,2016,21.165001,150303.0
rajasthan,Alwar,2000,367.40909,174261.4982756208
rajasthan,Alwar,2001,362.93939,194105.22164539358
rajasthan,Alwar,2002,359.61292,170786.6612538214
rajasthan,Alwar,2004,344.6857,219623.783673409
rajasthan,Alwar,2005,331.82352,234376.38095379015
rajasthan,Alwar,2006,181.90909,261962.91892931657
rajasthan,Alwar,2007,130.25,273897.97681369574
rajasthan,Alwar,2008,205.41667,296931.6051077934
rajasthan,Alwar,2009,396.48386,314236.5616057293
rajasthan,Alwar,2010,386.83334,361436.6835150852
rajasthan,Alwar,2011,476.92593,395331.0
rajasthan,Alwar,2012,225.7037,409802.0
rajasthan,Alwar,2013,396.46155,434292.0
rajasthan,Alwar,2014,302.58823,465408.0
rajasthan,Alwar,2015,438.79999,501922.0
rajasthan,Alwar,2016,312.61365,529650.0
rajasthan,Alwar,2017,261.13333,557618.0
rajasthan,Alwar,2018,262.77777,568102.0
haryana,Ambala,2000,129.30588,108122.61080440917
haryana,Ambala,2001,98.0,116473.59577669726
haryana,Ambala,2002,128.52632,123614.0477018113
haryana,Ambala,2004,253.8,147481.865369694
haryana,Ambala,2005,218.58333,160804.87167161863
haryana,Ambala,2006,170.63637,179088.29885884066
haryana,Ambala,2007,191.53999,193107.4745746674
haryana,Ambala,2008,196.7,207975.053310876
haryana,Ambala,2009,166.0625,233960.81678999262
haryana,Ambala,2010,256.78571,249822.19019322115
haryana,Ambala,2011,159.42857,271152.0
haryana,Ambala,2012,118.93571,289756.0
haryana,Ambala,2013,104.23572,314931.0
haryana,Ambala,2014,230.84616,333359.0
haryana,Ambala,2015,165.0,372700.0
haryana,Ambala,2016,127.28333,412055.0
haryana,Ambala,2017,183.86667,434407.0
haryana,Ambala,2018,113.93737,470328.0
uttar pradesh,Ambedkar Nagar,2000,46.0,351083.83971582167
uttar pradesh,Ambedkar Nagar,2001,52.666668,357470.77254969825
uttar pradesh,Ambedkar Nagar,2002,54.0,369037.9006500751
uttar pradesh,Ambedkar Nagar,2004,53.75,407921.1791392405
uttar pradesh,Ambedkar Nagar,2016,43.599998,888453.0
uttar pradesh,Ambedkar Nagar,2018,30.171999,949184.0
maharashtra,Amravati,2000,209.59822,462182.04589375335
maharashtra,Amravati,2001,184.95653,478508.99779191246
maharashtra,Amravati,2002,128.04878,511507.57436596503
maharashtra,Amravati,2004,144.34042,599028.1154943785
maharashtra,Amravati,2005,152.00922,685815.41856348
maharashtra,Amravati,2006,153.69925,780279.5182740722
maharashtra,Amravati,2007,153.88641,871096.2491881064
maharashtra,Amravati,2008,169.71793,884779.143581586
maharashtra,Amravati,2009,183.95454,970264.8556553777
maharashtra,Amravati,2012,96.666664,1189711.0
maharashtra,Amravati,2013,122.88095,1267551.0
maharashtra,Amravati,2014,133.28709,1345341.0
maharashtra,Amravati,2015,122.46,1452513.0
maharashtra,Amravati,2016,122.57143,1596121.0
maharashtra,Amravati,2017,143.4007,1661065.0
maharashtra,Amravati,2018,71.875305,1728578.0
gujarat,Amreli,2000,579.13043,187486.06471907918
gujarat,Amreli,2001,765.75,202722.52060396783
gujarat,Amreli,2002,1171.1818,220397.15650232672
gujarat,Amreli,2004,439.1875,272449.2629108957
gujarat,Amreli,2005,820.46429,311996.4362722108
gujarat,Amreli,2006,467.66666,338383.36050177214
gujarat,Amreli,2007,526.45715,378395.5156254638
gujarat,Amreli,2008,479.2973,394570.23835956375
gujarat,Amreli,2009,327.30768,450323.76586738543
gujarat,Amreli,2010,455.82758,499605.5063968227
gujarat,Amreli,2011,339.73685,532809.0
gujarat,Amreli,2012,373.83871,596659.0
gujarat,Amreli,2013,432.23077,641489.0
gujarat,Amreli,2014,372.88571,705629.0
gujarat,Amreli,2015,199.07317,774775.0
gujarat,Amreli,2016,375.13159,843930.0
gujarat,Amreli,2017,410.26828,946511.0
gujarat,Amreli,2018,311.54999,1034399.0
punjab,Amritsar,2000,53.169998,130870.00549422811
punjab,Amritsar,2001,28.0,132574.969948761
punjab,Amritsar,2002,37.621429,134833.06381928446
punjab,Amritsar,2004,23.92,150374.55025659368
punjab,Amritsar,2005,29.200001,157747.6323300751
punjab,Amritsar,2006,34.599998,174760.55643236218
punjab,Amritsar,2007,67.714287,189894.4098783096
punjab,Amritsar,2008,37.174999,200421.39678947636
punjab,Amritsar,2009,62.783333,213223.87539693547
punjab,Amritsar,2010,46.666668,226995.577251856
punjab,Amritsar,2011,66.599998,239227.0
punjab,Amritsar,2012,43.444443,251813.0
punjab,Amritsar,2013,51.0,267515.0
punjab,Amritsar,2014,61.777779,278485.0
punjab,Amritsar,2015,54.777779,294895.0
punjab,Amritsar,2016,55.68182,315783.0
punjab,Amritsar,2017,48.200001,335057.0
punjab,Amritsar,2018,65.583336,353942.0
uttar pradesh,Amroha,2000,25.0,351083.83971582167
uttar pradesh,Amroha,2001,17.5,357470.77254969825
uttar pradesh,Amroha,2004,85.0,407921.1791392405
uttar pradesh,Amroha,2016,108.66666,888453.0
uttar pradesh,Amroha,2018,115.96667,949184.0
gujarat,Anand,2000,270.22223,187486.06471907918
gujarat,Anand,2001,762.16669,202722.52060396783
gujarat,Anand,2002,449.0,220397.15650232672
gujarat,Anand,2004,324.25,272449.2629108957
gujarat,Anand,2005,684.22223,311996.4362722108
gujarat,Anand,2006,264.60001,338383.36050177214
gujarat,Anand,2007,418.0,378395.5156254638
gujarat,Anand,2008,461.5,394570.23835956375
gujarat,Anand,2009,395.33334,450323.76586738543
gujarat,Anand,2010,245.75,499605.5063968227
gujarat,Anand,2011,509.5,532809.0
gujarat,Anand,2012,393.44446,596659.0
gujarat,Anand,2013,304.60001,641489.0
gujarat,Anand,2014,341.125,705629.0
gujarat,Anand,2015,271.73334,774775.0
gujarat,Anand,2016,296.70001,843930.0
gujarat,Anand,2017,273.23077,946511.0
gujarat,Anand,2018,338.0,1034399.0
andhra pradesh,Anantapur,2004,353.38889,215455.8737901584
andhra pradesh,Anantapur,2005,439.72726,227457.98782588722
andhra pradesh,Anantapur,2006,287.09091,251348.62002359648
andhra pradesh,Anantapur,2007,243.85185,282693.98143604415
andhra pradesh,Anantapur,2008,339.73077,289919.74396775843
andhra pradesh,Anantapur,2009,242.73914,309550.5308999029
andhra pradesh,Anantapur,2010,215.26923,330210.7804378922
andhra pradesh,Anantapur,2011,253.91667,339996.0
andhra pradesh,Anantapur,2012,171.83333,341335.0
andhra pradesh,Anantapur,2013,214.375,360239.0
andhra pradesh,Anantapur,2014,254.16667,397064.0
andhra pradesh,Anantapur,2015,272.44446,446997.0
andhra pradesh,Anantapur,2016,332.80646,477566.0
andhra pradesh,Anantapur,2017,307.43478,526626.0
andhra pradesh,Anantapur,2018,278.0,558862.0
jammu and kashmir,Anantnag,2003,36.0,42468.16778939248
jammu and kashmir,Anantnag,2012,14.0,67316.0
jammu and kashmir,Anantnag,2013,36.0,70536.0
jammu and kashmir,Anantnag,2014,53.0,67154.0
jammu and kashmir,Anantnag,2015,10.4,80602.0
jammu and kashmir,Anantnag,2016,46.0,82636.0
odisha,Anugul,2000,136.90323,98181.20095221567
odisha,Anugul,2002,183.12628,103409.86331502158
odisha,Anugul,2004,85.078949,133986.11438993324
odisha,Anugul,2008,126.97586,183688.70172154246
odisha,Anugul,2009,136.83333,185166.77232022234
odisha,Anugul,2012,102.31406,216301.0
odisha,Anugul,2013,129.60606,233122.0
odisha,Anugul,2014,134.14948,235931.0
odisha,Anugul,2015,110.58974,253192.0
odisha,Anugul,2016,115.30513,293348.0
odisha,Anugul,2017,126.89362,316192.0
odisha,Anugul,2018,97.186043,338339.0
madhya pradesh,Anuppur,2001,32.23077,152826.6075400632
madhya pradesh,Anuppur,2002,43.384617,144856.76138662823
madhya pradesh,Anuppur,2004,56.222221,166392.43950471698
madhya pradesh,Anuppur,2005,40.700001,174775.328567217
madhya pradesh,Anuppur,2006,38.700001,190708.6450176887
madhya pradesh,Anuppur,2007,53.200001,199720.87510613207
madhya pradesh,Anuppur,2009,35.153847,246297.10579599056
madhya pradesh,Anuppur,2010,54.333332,259230.23037146227
madhya pradesh,Anuppur,2011,25.424999,282371.0
madhya pradesh,Anuppur,2012,64.016312,306853.0
madhya pradesh,Anuppur,2013,54.533333,322598.0
madhya pradesh,Anuppur,2014,44.0,339247.0
madhya pradesh,Anuppur,2015,41.125,370716.0
madhya pradesh,Anuppur,2016,39.625,419465.0
madhya pradesh,Anuppur,2017,34.619049,441956.0
madhya pradesh,Anuppur,2018,58.4375,482361.0
bihar,Araria,2004,43.0,123786.48249318643
bihar,Araria,2005,41.0,120702.7141776237
bihar,Araria,2007,71.0,148922.3697701531
bihar,Araria,2008,66.0,171625.46728329768
bihar,Araria,2011,24.85,228497.0
bihar,Araria,2012,39.700001,236933.0
bihar,Araria,2013,17.725,246915.0
bihar,Araria,2016,50.826,289265.0
tamil nadu,Ariyalur,2000,60.0,288498.3205747694
tamil nadu,Ariyalur,2001,122.0,282908.6927283517
tamil nadu,Ariyalur,2004,145.5,337921.3167903381
tamil nadu,Ariyalur,2005,173.5,386683.4090471607
tamil nadu,Ariyalur,2006,145.5,447233.3527585457
tamil nadu,Ariyalur,2007,162.66667,475248.4774441926
tamil nadu,Ariyalur,2009,116.0,552763.8529603527
tamil nadu,Ariyalur,2010,148.33333,628152.0055419293
tamil nadu,Ariyalur,2011,321.0,674478.0
tamil nadu,Ariyalur,2012,349.33334,709343.0
tamil nadu,Ariyalur,2013,222.0,750416.0
tamil nadu,Ariyalur,2015,77.666664,862437.0
tamil nadu,Ariyalur,2016,396.04599,922084.0
tamil nadu,Ariyalur,2017,251.69501,1000308.0
tamil nadu,Ariyalur,2018,267.05667,1071602.0
bihar,Arwal,2001,54.75,104271.73783034184
bihar,Arwal,2005,55.0,120702.7141776237
bihar,Arwal,2007,41.333332,148922.3697701531
bihar,Arwal,2008,38.0,171625.46728329768
bihar,Arwal,2010,52.0,207295.21074574778
bihar,Arwal,2011,78.0,228497.0
bihar,Arwal,2012,43.970398,236933.0
bihar,Arwal,2013,46.099998,246915.0
bihar,Arwal,2016,44.661999,289265.0
madhya pradesh,Ashoknagar,2000,83.833336,142623.92245088037
madhya pradesh,Ashoknagar,2001,54.0,152826.6075400632
madhya pradesh,Ashoknagar,2002,57.5,144856.76138662823
madhya pradesh,Ashoknagar,2004,133.0,166392.43950471698
madhya pradesh,Ashoknagar,2005,105.18182,174775.328567217
madhya pradesh,Ashoknagar,2006,181.0,190708.6450176887
madhya pradesh,Ashoknagar,2007,77.571426,199720.87510613207
madhya pradesh,Ashoknagar,2008,186.0,224971.10261792454
madhya pradesh,Ashoknagar,2009,80.090912,246297.10579599056
madhya pradesh,Ashoknagar,2010,61.090908,259230.23037146227
madhya pradesh,Ashoknagar,2011,60.81818,282371.0
madhya pradesh,Ashoknagar,2012,101.4046,306853.0
madhya pradesh,Ashoknagar,2013,65.554504,322598.0
madhya pradesh,Ashoknagar,2014,97.25,339247.0
madhya pradesh,Ashoknagar,2016,72.07692,419465.0
madhya pradesh,Ashoknagar,2017,116.80952,441956.0
madhya pradesh,Ashoknagar,2018,64.769234,482361.0
uttar pradesh,Auraiya,2000,131.16667,351083.83971582167
uttar pradesh,Auraiya,2001,113.6,357470.77254969825
uttar pradesh,Auraiya,2002,121.8,369037.9006500751
uttar pradesh,Auraiya,2004,47.0,407921.1791392405
uttar pradesh,Auraiya,2005,106.0,431731.25103797467
uttar pradesh,Auraiya,2016,37.166668,888453.0
uttar pradesh,Auraiya,2018,85.910004,949184.0
bihar,Aurangabad,2000,158.57143,110615.1637047949
maharashtra,Aurangabad,2001,197.63637,478508.99779191246
maharashtra,Aurangabad,2002,174.66667,511507.57436596503
maharashtra,Aurangabad,2004,98.727272,599028.1154943785
bihar,Aurangabad,2005,94.25573,120702.7141776237
maharashtra,Aurangabad,2006,143.83333,780279.5182740722
maharashtra,Aurangabad,2007,207.30769,871096.2491881064
maharashtra,Aurangabad,2008,124.54546,884779.143581586
bihar,Aurangabad,2009,198.92308,179835.9122150076
bihar,Aurangabad,2010,62.387501,207295.21074574778
bihar,Aurangabad,2011,62.387501,228497.0
maharashtra,Aurangabad,2012,195.36295,1189711.0
maharashtra,Aurangabad,2013,118.03529,1267551.0
maharashtra,Aurangabad,2014,204.0,1345341.0
maharashtra,Aurangabad,2015,139.83333,1452513.0
bihar,Aurangabad,2016,106.32326,289265.0
maharashtra,Aurangabad,2017,119.85642,1661065.0
maharashtra,Aurangabad,2018,158.05246,1728578.0
uttar pradesh,Ayodhya,2000,16.24,351083.83971582167
uttar pradesh,Ayodhya,2001,33.700001,357470.77254969825
uttar pradesh,Ayodhya,2002,21.0,369037.9006500751
uttar pradesh,Ayodhya,2004,30.025,407921.1791392405
uttar pradesh,Ayodhya,2016,45.400002,888453.0
uttar pradesh,Ayodhya,2018,20.230999,949184.0
uttar pradesh,Azamgarh,2000,28.0,351083.83971582167
uttar pradesh,Azamgarh,2001,66.5,357470.77254969825
uttar pradesh,Azamgarh,2002,68.0,369037.9006500751
uttar pradesh,Azamgarh,2004,50.026665,407921.1791392405
uttar pradesh,Azamgarh,2005,23.8125,431731.25103797467
uttar pradesh,Azamgarh,2016,33.91111,888453.0
uttar pradesh,Azamgarh,2018,74.527504,949184.0
karnataka,Bagalkote,2002,266.88889,296352.99111225107
karnataka,Bagalkote,2004,431.34784,332758.6518626028
karnataka,Bagalkote,2005,454.0,366994.56342525396
karnataka,Bagalkote,2006,385.33334,405152.54746008705
karnataka,Bagalkote,2010,651.05554,538791.629511369
karnataka,Bagalkote,2012,621.16669,593192.0
karnataka,Bagalkote,2013,463.75385,646787.0
karnataka,Bagalkote,2014,466.6087,671283.0
karnataka,Bagalkote,2016,475.66089,851394.0
karnataka,Bagalkote,2017,426.25806,915642.0
karnataka,Bagalkote,2018,238.92381,974815.0
uttar pradesh,Baghpat,2001,33.400002,357470.77254969825
uttar pradesh,Baghpat,2004,53.0,407921.1791392405
uttar pradesh,Baghpat,2005,51.666668,431731.25103797467
uttar pradesh,Baghpat,2016,99.333336,888453.0
uttar pradesh,Baghpat,2018,89.806671,949184.0
uttar pradesh,Bahraich,2000,33.909092,351083.83971582167
uttar pradesh,Bahraich,2016,27.583334,888453.0
uttar pradesh,Bahraich,2018,40.778999,949184.0
assam,Baksa,2014,25.849998,146425.0
assam,Baksa,2015,65.0,167629.0
assam,Baksa,2016,23.633295,179632.0
assam,Baksa,2018,28.360001,204627.0
madhya pradesh,Balaghat,2000,124.5,142623.92245088037
madhya pradesh,Balaghat,2001,67.115387,152826.6075400632
madhya pradesh,Balaghat,2002,74.333336,144856.76138662823
madhya pradesh,Balaghat,2004,77.542854,166392.43950471698
madhya pradesh,Balaghat,2005,76.800003,174775.328567217
madhya pradesh,Balaghat,2006,77.0,190708.6450176887
madhya pradesh,Balaghat,2007,82.371429,199720.87510613207
madhya pradesh,Balaghat,2008,72.942856,224971.10261792454
madhya pradesh,Balaghat,2009,71.769234,246297.10579599056
madhya pradesh,Balaghat,2010,68.969696,259230.23037146227
madhya pradesh,Balaghat,2011,64.135132,282371.0
madhya pradesh,Balaghat,2012,57.23077,306853.0
madhya pradesh,Balaghat,2013,112.2187,322598.0
madhya pradesh,Balaghat,2014,88.930229,339247.0
madhya pradesh,Balaghat,2015,83.400002,370716.0
madhya pradesh,Balaghat,2016,114.97727,419465.0
madhya pradesh,Balaghat,2017,82.11364,441956.0
madhya pradesh,Balaghat,2018,81.073174,482361.0
odisha,Balangir,2000,89.081078,98181.20095221567
odisha,Balangir,2002,136.7802,103409.86331502158
odisha,Balangir,2004,96.848,133986.11438993324
odisha,Balangir,2008,90.710884,183688.70172154246
odisha,Balangir,2009,91.611115,185166.77232022234
odisha,Balangir,2012,104.41167,216301.0
odisha,Balangir,2013,74.909088,233122.0
odisha,Balangir,2014,337.29337,235931.0
odisha,Balangir,2015,71.901642,253192.0
odisha,Balangir,2016,87.948792,293348.0
odisha,Balangir,2017,108.33123,316192.0
odisha,Balangir,2018,96.548065,338339.0
odisha,Baleshwar,2000,182.05556,98181.20095221567
odisha,Baleshwar,2002,93.107002,103409.86331502158
odisha,Baleshwar,2004,107.27142,133986.11438993324
odisha,Baleshwar,2008,66.428574,183688.70172154246
odisha,Baleshwar,2009,112.83334,185166.77232022234
odisha,Baleshwar,2012,18.203333,216301.0
odisha,Baleshwar,2013,27.25,233122.0
odisha,Baleshwar,2014,94.241135,235931.0
odisha,Baleshwar,2015,76.0,253192.0
odisha,Baleshwar,2016,79.900002,293348.0
odisha,Baleshwar,2017,100.53571,316192.0
odisha,Baleshwar,2018,97.954544,338339.0
karnataka,Ballari,2016,54.0,851394.0
uttar pradesh,Ballia,2001,108.66666,357470.77254969825
uttar pradesh,Ballia,2002,56.666668,369037.9006500751
uttar pradesh,Ballia,2004,69.910004,407921.1791392405
uttar pradesh,Ballia,2005,79.25,431731.25103797467
uttar pradesh,Ballia,2016,39.549999,888453.0
uttar pradesh,Ballia,2018,130.16667,949184.0
uttar pradesh,Balrampur,2000,58.220001,351083.83971582167
uttar pradesh,Balrampur,2005,64.714287,431731.25103797467
uttar pradesh,Balrampur,2016,14.888889,888453.0
uttar pradesh,Balrampur,2018,26.594999,949184.0
gujarat,Banas Kantha,2000,274.66666,187486.06471907918
gujarat,Banas Kantha,2001,187.0,202722.52060396783
gujarat,Banas Kantha,2002,249.8125,220397.15650232672
gujarat,Banas Kantha,2005,413.73334,311996.4362722108
gujarat,Banas Kantha,2006,597.79999,338383.36050177214
gujarat,Banas Kantha,2007,435.44446,378395.5156254638
gujarat,Banas Kantha,2008,293.27274,394570.23835956375
gujarat,Banas Kantha,2009,390.57144,450323.76586738543
gujarat,Banas Kantha,2010,205.23077,499605.5063968227
gujarat,Banas Kantha,2011,440.38461,532809.0
gujarat,Banas Kantha,2012,321.15384,596659.0
gujarat,Banas Kantha,2013,157.0,641489.0
gujarat,Banas Kantha,2014,254.64285,705629.0
gujarat,Banas Kantha,2015,259.0,774775.0
gujarat,Banas Kantha,2016,269.46155,843930.0
gujarat,Banas Kantha,2017,251.58333,946511.0
gujarat,Banas Kantha,2018,234.57143,1034399.0
uttar pradesh,Banda,2000,85.875,351083.83971582167
uttar pradesh,Banda,2002,132.2,369037.9006500751
uttar pradesh,Banda,2004,68.333336,407921.1791392405
uttar pradesh,Banda,2005,120.44444,431731.25103797467
uttar pradesh,Banda,2016,38.912498,888453.0
uttar pradesh,Banda,2018,106.35,949184.0
karnataka,Bangalore Rural,2000,62.5,276258.6426431352
karnataka,Bangalore Rural,2001,11.0,281266.3155456815
karnataka,Bangalore Rural,2002,183.33333,296352.99111225107
karnataka,Bangalore Rural,2004,224.60001,332758.6518626028
